
"Reference number","2023-00442701"
"Entity number","0674582441"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","LES CHAMBRES DU SUD"
"Entity address street","Schepenenvijverstraat 23"
"Entity address number","23"
"Entity address box","A"
"Entity postal code","9000"
"Entity city","Gent"
"Entity country","België"
"General assembly date","2023-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap met beperkte aansprakelijkheid"
"40/41","1955.7"
"10","12400"
"14","-42140.25"
"26","685.77"
"40","1955.7"
"44","21878.47"
"45","306.62"
"14P","-39911.38"
"8329","6010.23"
"22/27","685.77"
"8199P","6696"
"62","313.45"
"10/49","5111.58"
"65","3154.04"
"21/28","685.77"
"20/58","5111.58"
"10/11","12400"
"10/15","-29740.25"
"450/3","306.62"
"54/58","633.17"
"630","908.23"
"65/66B","3154.04"
"8329P","5102"
"9903","-2228.87"
"9900","4456.58"
"9901","925.17"
"9906","-42140.25"
"9904","-2228.87"
"9905","-2228.87"
"42/48","34851.83"
"8279","908.23"
"440/4","21370.45"
"47/48","12666.74"
"640/8","2309.73"
"490/1","1836.94"
"29/58","4425.81"
"441","508.02"
"17/49","34851.83"
"8199","6696"
"100","18600"
"101","6200"
