
"Reference number","2025-00277173"
"Entity number","0421132131"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Hostelia"
"Entity address street","Rue Keyenveld"
"Entity address number","56"
"Entity postal code","1050"
"Entity city","Ixelles"
"Entity country","Belgique"
"General assembly date","2025-05-06"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","24609"
"110","18592"
"13","1859"
"14","-6321"
"130/1","1859"
"40","22667"
"41","1942"
"44","230"
"14P","-18431"
"10/49","24691"
"65","162"
"20/58","24691"
"10/11","18592"
"10/15","14130"
"76","24604"
"54/58","82"
"65/66B","162"
"9903","12110"
"9900","13292"
"9901","12272"
"9906","-6321"
"9904","12110"
"9905","12110"
"60/61","11312"
"42/48","10561"
"76A","24604"
"440/4","230"
"47/48","10331"
"640/8","1020"
"29/58","24691"
"17/49","10561"
"1311","1859"
