
"Reference number","2022-20262234"
"Entity number","0428982795"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-a"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","CAMPING LA FORET"
"Entity address street","Rue de Mariembourg(NEU)"
"Entity address number","47"
"Entity postal code","5600"
"Entity city","Philippeville"
"Entity country","Belgique"
"General assembly date","2022-06-17"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","32977"
"492/3","1044"
"10","10412"
"13","47912"
"14","981"
"15","11581"
"22","21192"
"28","262"
"130","1972"
"133","30000"
"6921","3000"
"130/1","17912"
"40","32229"
"41","748"
"44","2024"
"45","5816"
"46","10366"
"14P","-9853"
"8329","467713"
"22/27","21192"
"8199P","488905"
"62","-838"
"10/49","90136"
"65","674"
"21/28","21454"
"20/58","90136"
"70","82905"
"10/11","10412"
"10/15","70886"
"8395P","262"
"450/3","5816"
"54/58","35705"
"630","517"
"65/66B","674"
"691/2","3000"
"8329P","467196"
"9903","14002"
"9900","29522"
"9901","14676"
"9906","3981"
"9904","13834"
"9905","13834"
"60/61","53383"
"42/48","18206"
"8279","517"
"8395","262"
"440/4","2024"
"640/8","15167"
"29/58","68682"
"17/49","19250"
"8199","488905"
"1311","15940"
"100","18592"
"101","8180"
"67/77","168"
