
"Reference number","2026-00071767"
"Entity number","0421596543"
"Accounting period start date","2024-07-01"
"Accounting period end date","2025-06-30"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","SON - RENARD ET FILS"
"Entity address street","Rue Vecpré"
"Entity address number","64"
"Entity postal code","6980"
"Entity city","La Roche-en-Ardenne"
"Entity country","Belgique"
"General assembly date","2025-12-16"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","34521.84"
"492/3","4465.63"
"454/9","95979.18"
"1213","8.2"
"1212","9"
"1211","2"
"10","252490.76"
"13","96467.1"
"14","-163032.28"
"17","3775235.11"
"3","33881.98"
"1103","6.8"
"1102","4"
"1343","2"
"1101","4"
"1342","3"
"21","0"
"22","4799687.35"
"23","59269.7"
"24","74901.31"
"12132","1"
"12011","5"
"28","4250"
"75/76B","165.6"
"9087","12.5"
"130","2478.94"
"133","93988.16"
"1113","7.4"
"1112","8"
"1111","3"
"12013","6"
"12133","0.5"
"12012","3"
"1011","10823"
"1003","12.5"
"1002","8.9"
"1001","7.2"
"5841","1"
"5842","132"
"130/1","2478.94"
"8129P","41148"
"40","29304.59"
"41","5217.25"
"42","223768.53"
"44","233611.33"
"45","121548.83"
"1022","237624.46"
"1021","353173.71"
"14P","-226077.31"
"1013","19475"
"1012","8652"
"12112","5"
"8329","2607540.26"
"12111","1"
"12113","4.5"
"22/27","4933858.36"
"1023","590798.17"
"12123","1.4"
"12122","2"
"8199P","6948890.26"
"62","590798.17"
"10/49","5112318.49"
"65","153195.27"
"66","0"
"21/28","4938108.36"
"20/58","5112318.49"
"10/11","252490.76"
"10/15","185925.58"
"75","165.6"
"76","0"
"8365","0"
"170/4","3775235.11"
"1003P","11.2"
"1053","14.2"
"1052","12"
"1051","7"
"8395P","4250"
"12101","1"
"8912","1898031.88"
"8913","1877203.23"
"12103","1.8"
"12102","1"
"450/3","25569.65"
"54/58","105806.31"
"630","314359.56"
"65/66B","153195.27"
"8129","41148"
"8059P","41148"
"8329P","2293180.7"
"8029","0"
"1013P","15577"
"9903","63549.3"
"9900","1152038.71"
"9901","216578.97"
"9906","-163032.28"
"9904","63045.03"
"9905","63045.03"
"42/48","1146692.17"
"8279","314359.56"
"2053","22.5"
"2052","19"
"2051","14"
"8395","4250"
"440/4","233611.33"
"8169","592508.36"
"47/48","567763.48"
"1023P","462360.28"
"172/3","3775235.11"
"66A","0"
"8059","41148"
"640/8","30302.01"
"3053","20.7"
"3052","17"
"3051","14"
"30/36","33881.98"
"29/58","174210.13"
"8079","0"
"17/49","4926392.91"
"8199","7541398.62"
"100","252490.76"
"1203","6"
"1323","12.2"
"1202","3"
"1322","9"
"1201","5"
"1321","7"
"67/77","504.27"
