
"Reference number","2024-00098336"
"Entity number","0450538373"
"Accounting period start date","2022-12-31"
"Accounting period end date","2023-12-30"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","L'Alu"
"Entity address street","Samrée"
"Entity address number","84"
"Entity postal code","6980"
"Entity city","La Roche-en-Ardenne"
"Entity country","Belgique"
"General assembly date","2024-04-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","6250.1"
"492/3","500"
"10","0"
"11","99157.41"
"13","612.25"
"14","51232.46"
"17","171714.32"
"22","222852.58"
"23","3037"
"24","0"
"26","11299.09"
"75/76B","18.74"
"130","0"
"133","612.25"
"8309","58024.79"
"130/1","0"
"40","4034.36"
"41","2215.74"
"42","1189.88"
"44","11604.03"
"45","15146.13"
"14P","34640.97"
"8329","1144836.75"
"22/27","237188.67"
"8199P","1435938.28"
"10/49","415166.11"
"65","4403.35"
"21/28","237188.67"
"20/58","415166.11"
"10/11","99157.41"
"10/15","151002.12"
"75","18.74"
"170/4","80714.32"
"178/9","91000"
"450/3","15146.13"
"54/58","168179.72"
"630","21590.88"
"65/66B","4403.35"
"8329P","1181270.66"
"9903","23064.17"
"9900","56588.72"
"9901","27448.78"
"9906","51232.46"
"9904","16591.49"
"9905","16591.49"
"42/48","91949.67"
"76A","10330.58"
"8279","21590.88"
"440/4","11604.03"
"8169","4111.93"
"47/48","64009.63"
"172/3","80714.32"
"8179","58024.79"
"640/8","7549.06"
"490/1","3547.62"
"1109/19","99157.41"
"29/58","177977.44"
"17/49","264163.99"
"8199","1382025.42"
"100","0"
"67/77","6472.68"
