
"Reference number","2024-00508612"
"Entity number","0424296014"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Aurales"
"Entity address street","Leonardo da Vincilaan"
"Entity address number","19"
"Entity address box","A8"
"Entity postal code","1830"
"Entity city","Machelen (Vlaams-Brabant)"
"Entity country","België"
"General assembly date","2023-06-03"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","14943.37"
"110","500"
"111","18592.01"
"13","60155.74"
"14","-106100.28"
"17","14046.06"
"21","41074.07"
"24","4465.29"
"133","58246.54"
"130/1","1909.20"
"40","14331.51"
"41","611.86"
"42","6000"
"44","23881.55"
"45","30028.50"
"14P","-45208.17"
"8329","31618.93"
"22/27","4465.29"
"10/49","60508.53"
"65","888.55"
"21/28","45539.36"
"20/58","60508.53"
"10/11","19092.01"
"10/15","-26852.53"
"170/4","14046.06"
"450/3","30028.50"
"54/58","25.80"
"65/66B","888.55"
"8029","41074.07"
"9903","-60892.11"
"9900","-59080.39"
"9901","-60003.56"
"9906","-106100.28"
"9904","-60892.11"
"9905","-60892.11"
"42/48","73315"
"440/4","23881.55"
"8169","36084.22"
"47/48","13404.95"
"172/3","14046.06"
"8299","31618.93"
"8059","41074.07"
"640/8","923.17"
"29/58","14969.17"
"17/49","87361.06"
"8199","36084.22"
"1311","1909.20"
