
"Reference number","2026-00172637"
"Entity number","0653775446"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Le MarDi"
"Entity address street","Guffenslaan"
"Entity address number","53"
"Entity address box","12"
"Entity postal code","3500"
"Entity city","Hasselt"
"Entity country","België"
"General assembly date","2026-06-17"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","133.91"
"110","18600"
"13","930"
"14","-91107.80"
"17","249125.64"
"22","291205.76"
"24","20.38"
"133","930"
"41","133.91"
"42","10522.32"
"45","705.16"
"14P","-74536.84"
"8329","39553.75"
"22/27","291226.14"
"8199P","330779.89"
"10/49","292201.85"
"65","13751.92"
"21/28","291226.14"
"20/58","292201.85"
"10/11","18600"
"10/15","-71577.80"
"170/4","249125.64"
"450/3","705.16"
"54/58","709.53"
"630","6531"
"65/66B","13751.92"
"8329P","33022.75"
"9903","-16570.96"
"9900","6479.23"
"9901","-2819.04"
"9906","-91107.80"
"9904","-16570.96"
"9905","-16570.96"
"42/48","114654.01"
"8279","6531"
"47/48","103426.53"
"172/3","249125.64"
"640/8","2767.27"
"490/1","132.27"
"29/58","975.71"
"17/49","363779.65"
"8199","330779.89"
