
"Reference number","2022-20529436"
"Entity number","0451038419"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HOSTEL 28"
"Entity address street","DWEERSTRAAT"
"Entity address number","28"
"Entity postal code","8000"
"Entity city","Brugge"
"Entity country","België"
"General assembly date","2022-06-24"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap met beperkte aansprakelijkheid"
"40/41","28399.35"
"454/9","355.92"
"10","18592.01"
"13","56014.71"
"14","-69915.19"
"17","368496.12"
"21","258399.68"
"22","257656.28"
"23","7337.24"
"24","7263.99"
"75/76B","1.18"
"130","1859.2"
"133","54155.51"
"1011","151"
"1003","0.1"
"1001","0.1"
"130/1","1859.2"
"8129P","12882.82"
"41","28399.35"
"42","65064.63"
"44","18799.01"
"45","355.92"
"1021","1982"
"14P","-36246.27"
"1013","151"
"8329","47621.3"
"22/27","272257.51"
"1023","1982"
"8199P","214975.32"
"62","3322.43"
"10/49","584513.15"
"65","8067.52"
"21/28","530657.19"
"20/58","584513.15"
"10/11","18592.01"
"10/15","4691.53"
"75","1.18"
"170/4","368496.12"
"1003P","0.5"
"54/58","25456.61"
"630","61829.97"
"65/66B","8067.52"
"8129","43025.32"
"8059P","301425"
"8329P","15933.83"
"1013P","865"
"9903","-38573.53"
"9900","46739.37"
"9901","-30507.19"
"9906","-69915.19"
"9904","-33668.92"
"9905","-33668.92"
"42/48","211325.5"
"8279","31687.47"
"2053","6"
"2051","6"
"440/4","18799.01"
"8169","104903.49"
"47/48","127105.94"
"1023P","18021.64"
"172/3","313496.12"
"8059","301425"
"640/8","12094.16"
"3053","6"
"3051","6"
"29/58","53855.96"
"8079","30142.5"
"17/49","579821.62"
"8199","319878.81"
"174/0","55000"
"100","18592.01"
"67/77","-4904.61"
