
"Reference number","2025-00108739"
"Entity number","0552561389"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","VAN DER VALK HOTEL WATERLOO"
"Entity address street","Chaussée de Tervuren"
"Entity address number","198"
"Entity postal code","1410"
"Entity city","Waterloo"
"Entity country","Belgique"
"General assembly date","2025-04-25"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","179223.79"
"492/3","440"
"1341","10"
"454/9","171025.43"
"9062","6550651.3"
"111","180000"
"1213","14.5"
"1333","3.5"
"1212","10"
"1332","4"
"1211","9"
"1331","1"
"14","-951781.75"
"17","5958050.39"
"3","13146.23"
"1103","24"
"1343","10"
"1101","24"
"21","393838.40"
"22","2855970.84"
"23","201375.49"
"24","62189.01"
"25","4116172.65"
"12011","4"
"75/76B","1.35"
"9087","30.3"
"1113","9"
"1112","15"
"1111","2"
"12013","5.4"
"12012","4"
"1011","35641"
"1003","30.3"
"1002","22.8"
"1001","22.1"
"8129P","395385.99"
"40","154336.05"
"41","24887.74"
"42","592600.91"
"43","1850.98"
"44","665778.82"
"45","197531.44"
"46","56183.09"
"1022","239786.97"
"1021","1115074.47"
"14P","-47986.30"
"1013","47512"
"1012","11871"
"12112","9"
"8329","2589536.25"
"12111","1"
"12113","6"
"22/27","7235707.99"
"1023","1354861.44"
"12002","1"
"12001","13"
"12003","13.1"
"8199P","6646134.5"
"62","1354861.44"
"10/49","8074567.52"
"65","331571.67"
"21/28","7629546.39"
"20/58","8074567.52"
"70","4085686"
"10/11","180000"
"10/15","-771781.75"
"75","1.35"
"170/4","5958050.39"
"1053","33"
"1052","15"
"1051","26"
"12101","8"
"8912","4250435.40"
"8913","1707614.99"
"12103","8.5"
"12102","1"
"450/3","26506.01"
"54/58","195171.75"
"630","371844.76"
"65/66B","331571.67"
"8129","441810.99"
"8922","6550651.3"
"8059P","835649.39"
"8329P","2264116.49"
"9903","-903251.36"
"9900","1374124.76"
"9901","-571681.04"
"9906","-951781.75"
"9904","-903795.45"
"9905","-903795.45"
"60/61","2711561.24"
"42/48","2887858.88"
"91711","1237500"
"8279","325419.76"
"2053","107.9"
"2052","187"
"2051","44"
"892","6550651.30"
"440/4","665778.82"
"8169","3179109.74"
"47/48","1373913.64"
"172/3","5958050.39"
"91611","6972143.49"
"8059","835649.39"
"640/8","219099.60"
"490/1","57479.36"
"3053","69.3"
"3052","174"
"3051","14"
"30/36","13146.23"
"29/58","445021.13"
"8079","46425"
"17/49","8846349.27"
"8199","9825244.24"
"430/8","1850.98"
"91621","352946.75"
"1203","18.5"
"1323","19.5"
"1202","5"
"1322","11"
"1201","17"
"1321","15"
"67/77","544.09"
