
"Reference number","2023-00454990"
"Entity number","0460319141"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Jumelé"
"Entity address street","Petites-Tailles"
"Entity address number","14"
"Entity postal code","6690"
"Entity city","Vielsalm"
"Entity country","Belgique"
"General assembly date","2023-06-22"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","7638"
"454/9","1788"
"10","18592"
"13","604"
"14","75426"
"23","1114"
"24","11624"
"26","148300"
"130","604"
"8309","481562"
"130/1","604"
"41","7638"
"44","1998"
"45","1788"
"14P","79095"
"8329","286829"
"22/27","161038"
"8199P","761609"
"62","21767"
"10/49","194358"
"65","1202"
"21/28","161038"
"20/58","194358"
"10/11","18592"
"10/15","94622"
"8395P","3000"
"8375","3000"
"450/3","0"
"54/58","25682"
"630","36461"
"65/66B","1202"
"8329P","731930"
"9903","-3669"
"9900","61694"
"9901","-2467"
"9906","75426"
"9904","-3669"
"9905","-3669"
"42/48","99736"
"8279","36461"
"8395","0"
"440/4","1998"
"8289","0"
"8169","168720"
"47/48","95950"
"8179","482462"
"66A","74"
"640/8","5859"
"29/58","33320"
"17/49","99736"
"8199","447867"
"100","18592"
