
"Reference number","2023-00427388"
"Entity number","0464325241"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","FLATS"
"Entity address street","Rue du Noyer"
"Entity address number","346"
"Entity postal code","1030"
"Entity city","Schaerbeek"
"Entity country","Belgique"
"General assembly date","2023-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","35211.1"
"492/3","16228.63"
"454/9","9491.1"
"8455P","0"
"8525","0"
"10","61973.38"
"13","526945.14"
"14","281008.86"
"16","177331.87"
"17","887566.3"
"22","2304111.72"
"24","1044.71"
"26","367.6"
"28","297.48"
"8555","0"
"75/76B","12.27"
"130","29147.34"
"132","497797.8"
"8309","0"
"130/1","29147.34"
"8129P","0"
"40","24967.52"
"41","10243.58"
"42","125281.36"
"44","22276.15"
"45","74747.38"
"46","4545"
"8455","0"
"14P","24768.45"
"8329","2885966.46"
"22/27","2305524.03"
"168","177331.87"
"8199P","5059016.2"
"62","96535.4"
"10/49","2441551.79"
"8555P","0"
"65","39506.83"
"21/28","2305821.51"
"20/58","2441551.79"
"10/11","61973.38"
"10/15","869927.38"
"75","12.27"
"170/4","887566.3"
"1003P","2.3"
"178/9","0"
"8395P","297.48"
"450/3","65256.28"
"54/58","96747.02"
"630","171382.94"
"65/66B","39506.83"
"8129","0"
"8059P","0"
"8329P","2714583.52"
"1013P","3283"
"9903","167109.99"
"9900","508435.92"
"9901","206604.55"
"9906","281008.86"
"9904","143031.39"
"9905","256240.41"
"42/48","490497.61"
"76A","0"
"8279","171382.94"
"8395","297.48"
"440/4","22276.15"
"8169","132474.29"
"47/48","263647.72"
"780","38025.28"
"789","113209.02"
"1023P","76931.48"
"172/3","887566.3"
"8525P","0"
"8059","0"
"640/8","33913.03"
"490/1","3772.16"
"680","0"
"29/58","135730.28"
"17/49","1394292.54"
"8199","5191490.49"
"100","61973.38"
"67/77","62103.88"
