
"Reference number","2026-00074485"
"Entity number","0410850626"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m08-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","TER HELME"
"Entity address street","Kinderlaan"
"Entity address number","49"
"Entity postal code","8670"
"Entity city","Koksijde"
"Entity country","België"
"General assembly date","2026-03-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Vereniging zonder winstoogmerk"
"40/41","3862.49"
"58033","3487"
"1341","5"
"454/9","225246.85"
"58032","1180"
"58031","4666"
"1213","17.5"
"1212","5"
"1211","14"
"5811","6"
"5812","46"
"5813","2536"
"13","2769040"
"14","271531.38"
"16","75000"
"17","1187514.64"
"3","48219.47"
"1103","26"
"1102","6"
"1343","7.7"
"1101","21"
"1342","4"
"22","3426785.42"
"23","199028.12"
"24","407055.46"
"12011","1"
"75/76B","30688.93"
"1113","7.2"
"1112","1"
"1111","7"
"12013","1"
"1011","41725"
"1003","32.1"
"1002","6.7"
"1001","27.2"
"40","3862.49"
"42","93182.19"
"44","67846.21"
"45","229890.07"
"46","67314.91"
"1022","333054.71"
"1021","1340761"
"14P","253447.81"
"1013","48261"
"1012","6536"
"8329","11826711.46"
"12111","1"
"12113","1"
"22/27","4032869"
"162","75000"
"1023","1673815.71"
"12002","2"
"12001","13"
"12003","14.7"
"8199P","15443640.28"
"62","1673815.71"
"10/49","4761319.4"
"65","26889.93"
"21/28","4032869"
"20/58","4761319.4"
"10/15","3040571.38"
"75","5688.93"
"170/4","1187514.64"
"1003P","29.3"
"1053","33.2"
"1052","7"
"1051","28"
"12101","13"
"12103","16.5"
"12102","5"
"450/3","4643.22"
"54/58","660790.3"
"630","463527.52"
"65/66B","26889.93"
"160/5","75000"
"8329P","11363183.94"
"1013P","43697"
"9903","18083.57"
"9900","2210825.07"
"9901","14284.57"
"9906","271531.38"
"9904","18083.57"
"9905","18083.57"
"42/48","458233.38"
"76B","25000"
"8279","463527.52"
"2053","65.4"
"2052","3"
"2051","63"
"440/4","67846.21"
"8169","519764.89"
"1023P","1455211"
"172/3","1187514.64"
"8179","103824.71"
"640/8","59197.27"
"490/1","15578.14"
"3053","58.8"
"3052","1"
"3051","58"
"30/36","48219.47"
"29/58","728450.4"
"17/49","1645748.02"
"8199","15859580.46"
"58132","1268"
"58131","5803"
"58133","4535"
"1203","15.7"
"1323","25.5"
"1202","2"
"1322","3"
"1201","14"
"1321","23"
"5801","4"
"5802","31"
"5803","2359"
