
"Reference number","2023-00017264"
"Entity number","0435115274"
"Accounting period start date","2021-07-01"
"Accounting period end date","2022-06-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Arizona"
"Entity address street","Ijslandvaardersstraat"
"Entity address number","5"
"Entity postal code","8670"
"Entity city","Koksijde"
"Entity country","België"
"General assembly date","2022-12-31"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","7579.04"
"492/3","8500"
"111","18600"
"13","426342.52"
"21","69272.35"
"22","596651.55"
"24","5996.44"
"75/76B","5699.25"
"132","56250"
"133","368232.52"
"8309","18061.35"
"130/1","1860"
"8129P","138544.68"
"40","3070.98"
"41","4508.06"
"44","4589.48"
"791/2","6013.09"
"8329","1304960.77"
"22/27","602647.99"
"8199P","1824419.95"
"10/49","835960.42"
"65","125.2"
"21/28","671920.34"
"20/58","835960.42"
"10/11","18600"
"10/15","444942.52"
"75","5699.25"
"54/58","42877.45"
"630","68222.63"
"65/66B","125.2"
"8129","161635.46"
"8059P","230907.81"
"8329P","1277890.27"
"9903","-6013.09"
"9900","83957.88"
"9901","-11587.14"
"9906","-6013.09"
"9904","-6013.09"
"9905","-6013.09"
"42/48","382517.9"
"76A","3500"
"8279","45131.85"
"440/4","4589.48"
"8169","101250.16"
"47/48","377928.42"
"8179","18061.35"
"8059","230907.81"
"640/8","27322.39"
"50/53","110232.55"
"490/1","3351.04"
"29/58","164040.08"
"8079","23090.78"
"17/49","391017.9"
"8199","1907608.76"
"1311","1860"
