
"Reference number","2023-00056651"
"Entity number","0465255154"
"Accounting period start date","2021-10-01"
"Accounting period end date","2022-09-30"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","FORGES DE PERNELLE"
"Entity address street","Rue de Pernelle"
"Entity address number","27"
"Entity postal code","5660"
"Entity city","Couvin"
"Entity country","Belgique"
"General assembly date","2023-03-06"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","9833"
"454/9","11636.25"
"11","61973.38"
"13","6990.86"
"14","-507946.15"
"17","530000"
"22","18592.01"
"23","20448.18"
"28","7049.12"
"133","5503.5"
"1011","574"
"1003","2"
"1001","2"
"130/1","1487.36"
"40","9067.4"
"41","765.6"
"42","3039.68"
"44","5207.15"
"45","13878.15"
"46","12230"
"1021","8372.75"
"14P","-504893.51"
"1013","574"
"8329","937839.04"
"22/27","39040.19"
"1023","8372.75"
"8199P","976879.23"
"62","8372.75"
"10/49","127888.21"
"65","558.83"
"21/28","46089.31"
"20/58","127888.21"
"10/11","61973.38"
"10/15","-438981.91"
"8365","365.04"
"178/9","530000"
"8395P","6684.08"
"450/3","2241.9"
"54/58","71965.9"
"630","14980.09"
"65/66B","558.83"
"8329P","922858.95"
"9903","-3052.64"
"9900","29900.38"
"9901","-2493.81"
"9906","-507946.15"
"9904","-3052.64"
"9905","-3052.64"
"42/48","36870.12"
"8279","14980.09"
"2053","6"
"2051","6"
"8395","7049.12"
"440/4","5207.15"
"47/48","2515.14"
"640/8","9041.35"
"1109/19","61973.38"
"3053","6"
"3051","6"
"29/58","81798.9"
"17/49","566870.12"
"8199","976879.23"
"1311","1487.36"
