
"Reference number","2023-00055310"
"Entity number","0435312244"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","OLIVINI"
"Entity address street","Ijslandvaardersstraat"
"Entity address number","40"
"Entity postal code","8670"
"Entity city","Koksijde"
"Entity country","België"
"General assembly date","2023-03-31"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","26765.15"
"110","1018600"
"8525","0"
"13","0"
"14","-170135.76"
"17","1924167.84"
"22","2578717.75"
"28","500"
"75/76B","0"
"133","0"
"40","22940.39"
"41","3824.76"
"44","10919.3"
"45","223.21"
"14P","-161986.21"
"791/2","1860"
"8329","285749.72"
"22/27","2578717.75"
"8199P","2736330.47"
"10/49","2801102.43"
"65","72.79"
"21/28","2579217.75"
"20/58","2801102.43"
"10/11","1018600"
"10/15","848464.24"
"75","0"
"178/9","1924167.84"
"8395P","500"
"8913","1924167.84"
"450/3","223.21"
"54/58","194754.06"
"630","65015.28"
"65/66B","72.79"
"8329P","220734.44"
"9903","-10009.55"
"9900","61056.21"
"9901","-9936.76"
"9906","-171995.76"
"9904","-10009.55"
"9905","-10009.55"
"42/48","28470.35"
"8279","65015.28"
"8395","500"
"440/4","10919.3"
"8169","128137"
"47/48","17327.84"
"640/8","5977.69"
"490/1","365.47"
"29/58","221884.68"
"17/49","1952638.19"
"8199","2864467.47"
