
"Reference number","2023-00490506"
"Entity number","0421315342"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HOTEL PACIFIC"
"Entity address street","HOFSTRAAT"
"Entity address number","11"
"Entity postal code","8400"
"Entity city","Oostende"
"Entity country","België"
"General assembly date","2023-09-16"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","478747.87"
"9500","266101.02"
"492/3","1444.19"
"1341","1"
"454/9","43870.46"
"1213","6.2"
"1212","5"
"1211","4"
"10","212000"
"13","23673.83"
"14","155547.79"
"17","175602.75"
"3","6780"
"1103","3.9"
"1102","1"
"1343","1"
"1101","3"
"21","2040.41"
"23","81658.66"
"24","3116.37"
"26","24885.29"
"12011","2"
"28","1382.87"
"29","182000"
"75/76B","20324.72"
"9087","8.6"
"130","21690.68"
"132","1983.15"
"1113","4.7"
"1112","7"
"1111","3"
"12013","2.4"
"12012","3"
"1011","6810"
"1003","8.6"
"1002","4.4"
"1001","6.4"
"130/1","21690.68"
"8129P","5079.59"
"40","89844.46"
"41","388903.41"
"42","175967.53"
"44","31030.36"
"45","96829.05"
"46","17568.06"
"1022","34897"
"1021","172981.08"
"14P","97152.48"
"1013","8679"
"1012","1869"
"12112","5"
"8329","1054468.38"
"12111","4"
"12113","6.2"
"22/27","109660.32"
"1023","207878.08"
"8199P","1159878.25"
"62","207878.08"
"10/49","1004932.47"
"65","6583.58"
"21/28","113083.6"
"20/58","1004932.47"
"291","182000"
"10/11","212000"
"10/15","391221.62"
"75","20324.72"
"170/4","175602.75"
"1003P","6.5"
"1053","8.6"
"1052","8"
"1051","6"
"8395P","1382.87"
"8912","175602.75"
"450/3","52958.59"
"54/58","219466.75"
"630","44100.74"
"65/66B","6583.58"
"8129","6859.59"
"8059P","8900"
"8329P","1012147.64"
"1013P","5686"
"9903","82420.03"
"9900","345704.83"
"9901","68678.89"
"9906","155547.79"
"9904","58395.31"
"9905","58395.31"
"42/48","436663.91"
"8279","42320.74"
"2053","9.3"
"2052","13"
"2051","4"
"8395","1382.87"
"440/4","31030.36"
"8169","4250.45"
"47/48","115268.91"
"1023P","109931.41"
"172/3","175602.75"
"8059","8900"
"640/8","25047.12"
"490/1","4854.25"
"3053","6.4"
"3052","7"
"3051","3"
"30/36","6780"
"29/58","891848.87"
"8079","1780"
"17/49","613710.85"
"8199","1164128.7"
"100","212000"
"1203","2.4"
"1323","7.6"
"1202","3"
"1322","8"
"1201","2"
"1321","5"
"67/77","24024.72"
