
"Reference number","2025-00301932"
"Entity number","0641763579"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","CULINA"
"Entity address street","Douys"
"Entity address number","20"
"Entity postal code","4860"
"Entity city","Pepinster"
"Entity country","Belgique"
"General assembly date","2025-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société coopérative"
"1341","2"
"454/9","56370"
"9062","24551"
"111","18600"
"1213","6.3"
"1333","1"
"1212","2"
"1332","0"
"1211","5"
"1331","1"
"13","1860"
"14","201859"
"17","2209"
"3","74521"
"1103","9.3"
"1102","2"
"1343","2"
"1101","8"
"23","214776"
"24","98825"
"26","38930"
"12011","11"
"9087","13.1"
"1113","8"
"1111","8"
"12013","11"
"1011","21737"
"1003","13.1"
"1002","2.1"
"1001","11.8"
"130/1","1860"
"42","22342"
"44","91602"
"45","101796"
"1022","65488"
"1021","594428"
"14P","137485"
"1013","24247"
"1012","2510"
"12112","2"
"8329","317152"
"12111","5"
"12113","6.3"
"22/27","352531"
"1023","659916"
"8199P","613940"
"62","659916"
"10/49","547546"
"65","12138"
"21/28","352531"
"20/58","547546"
"10/11","18600"
"10/15","222319"
"170/4","2209"
"1003P","12.3"
"1053","17.3"
"1052","2"
"1051","16"
"8912","2209"
"450/3","45426"
"54/58","104721"
"630","87132"
"65/66B","12138"
"8922","24551"
"8329P","230020"
"1013P","23231"
"9903","96313"
"9900","858834"
"9901","108451"
"9906","201859"
"9904","64374"
"9905","64374"
"42/48","323018"
"8279","87132"
"2053","616"
"2052","23"
"2051","613"
"892","24551"
"440/4","91602"
"8169","55743"
"47/48","107278"
"1023P","657232"
"91811","65938"
"172/3","2209"
"640/8","3335"
"490/1","15773"
"3053","612"
"3052","23"
"3051","609"
"30/36","74521"
"29/58","195015"
"17/49","325227"
"8199","669683"
"1311","1860"
"1203","11"
"1323","14.3"
"1322","2"
"1201","11"
"1321","13"
"67/77","31939"
