
"Reference number","2023-00347452"
"Entity number","0673887308"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","SUBHLAV"
"Entity address street","ONZE-LIEVE-VROUWPLEIN"
"Entity address number","58"
"Entity postal code","3020"
"Entity city","Herent"
"Entity country","België"
"General assembly date","2023-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","159190.10"
"492/3","1095.22"
"454/9","16068.92"
"111","18600"
"1213","1.9"
"1212","1"
"1211","1"
"8525","21920.81"
"13","53744.03"
"17","29000"
"3","20000"
"1103","1.7"
"1102","3"
"23","13616.69"
"24","17836.90"
"28","13000.30"
"75/76B","8.94"
"133","51884.03"
"1113","2"
"1112","3"
"1111","1"
"6921","41570.68"
"1011","1252"
"1003","3.1"
"1002","5.3"
"1001","0.8"
"130/1","1860"
"40","86519.25"
"41","72670.85"
"42","7000"
"44","112491.01"
"45","26230.83"
"1022","73897"
"1021","27107"
"1013","4665"
"1012","3413"
"8329","25224.06"
"22/27","31453.59"
"1023","101004"
"12002","5"
"12003","1.8"
"8199P","27819.18"
"10/49","272161.09"
"62","111171.13"
"65","9915.36"
"21/28","44453.89"
"20/58","272161.09"
"10/11","18600"
"10/15","72344.03"
"75","8.94"
"170/4","29000"
"1003P","3"
"1053","3.7"
"1052","6"
"1051","1"
"8395P","47921.11"
"12101","1"
"12103","1.9"
"12102","1"
"8375","15000"
"450/3","10161.91"
"54/58","48517.10"
"630","9748.56"
"65/66B","9915.36"
"691/2","41570.68"
"8386","2000"
"8329P","15475.50"
"1013P","4219"
"9903","49173.98"
"9900","183438.60"
"9901","59080.40"
"9906","41570.68"
"9904","41570.68"
"9905","41570.68"
"42/48","169721.84"
"76A","2000"
"8279","9748.56"
"2053","6.1"
"2052","9"
"8395","34921.11"
"2051","3"
"440/4","112491.01"
"8169","28858.47"
"47/48","24000"
"1023P","81684"
"172/3","29000"
"8525P","21920.81"
"640/8","3438.51"
"3053","5.2"
"3052","7"
"3051","3"
"30/36","20000"
"29/58","227707.20"
"17/49","199817.06"
"8199","56677.65"
"1311","1860"
"1203","1.8"
"1202","5"
"1323","3.7"
"1322","6"
"1321","1"
"67/77","7603.30"
