
"Reference number","2024-00296738"
"Entity number","0673887308"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","SUBHLAV"
"Entity address street","ONZE-LIEVE-VROUWPLEIN"
"Entity address number","58"
"Entity postal code","3020"
"Entity city","Herent"
"Entity country","België"
"General assembly date","2024-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","153314.05"
"492/3","603.69"
"454/9","20098.31"
"111","18600"
"1213","1.8"
"1212","3"
"1211","1"
"8525","34920.81"
"13","78555.91"
"17","17000"
"3","20000"
"1103","1.9"
"1102","5"
"23","19942.10"
"24","15514.99"
"28","0.30"
"29","49400"
"75/76B","24.65"
"133","76695.91"
"1113","1.4"
"1112","2"
"1111","1"
"6921","24811.88"
"1011","1913"
"1003","3.6"
"1002","7.1"
"1001","1"
"130/1","1860"
"40","103754.75"
"41","49559.30"
"42","13000"
"44","119843.65"
"45","54492.98"
"1022","91057"
"1021","47327"
"1013","5592"
"1012","3679"
"8329","38495.04"
"22/27","35457.09"
"1023","138384"
"12002","4"
"12003","1.5"
"8199P","56677.65"
"10/49","326096.23"
"62","140726.62"
"65","15348.23"
"8475","13000"
"21/28","35457.39"
"20/58","326096.23"
"290","49400"
"10/11","18600"
"10/15","97155.91"
"75","24.65"
"170/4","17000"
"1003P","3.1"
"1053","3.3"
"1052","7"
"1051","1"
"8395P","34921.11"
"12101","1"
"12103","1.8"
"12102","3"
"450/3","34394.67"
"54/58","67924.79"
"630","13270.98"
"65/66B","29506.69"
"691/2","24811.88"
"8329P","25224.06"
"1013P","4665"
"9903","48561.17"
"9900","235129.55"
"9901","78043.21"
"9906","24811.88"
"9904","24811.88"
"9905","24811.88"
"42/48","211336.63"
"8279","13270.98"
"8395","34921.11"
"440/4","119843.65"
"8169","17274.48"
"47/48","24000"
"1023P","101004"
"172/3","17000"
"8525P","21920.81"
"66B","14158.46"
"640/8","3088.74"
"30/36","20000"
"29/58","290638.84"
"17/49","228940.32"
"8199","73952.13"
"1311","1860"
"1203","1.5"
"1202","4"
"1323","3.3"
"1322","7"
"1321","1"
"67/77","23749.29"
