
"Reference number","2024-00289217"
"Entity number","0408171149"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m04-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","NZ VAKANTIES MN VACANCES"
"Entity address street","Chausse de charleroi"
"Entity address number","145"
"Entity postal code","1060"
"Entity city","Saint-Gilles"
"Entity country","Belgique"
"General assembly date","2024-06-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Association sans but lucratif"
"40/41","467357"
"12031","2"
"12033","2"
"492/3","687"
"9501","7350"
"1341","13"
"454/9","135267"
"1213","21.7"
"1212","4"
"1211","19"
"13","6365488"
"14","-121890"
"15","2057182"
"17","600976"
"3","22338"
"1103","41.6"
"1102","7"
"1101","37"
"1343","14"
"1342","2"
"21","39488"
"22","7724287"
"23","501540"
"24","304005"
"25","10888"
"12011","11"
"12131","1"
"75/76B","899"
"9087","44.9"
"12013","12.6"
"12133","1"
"12012","2"
"12022","2"
"12021","3"
"1011","52781"
"1003","44.8"
"1002","12.7"
"1001","38.4"
"12023","4.1"
"8129P","148011"
"40","209703"
"41","257654"
"42","10833"
"43","99930"
"44","442598"
"45","398169"
"46","310027"
"1022","398437.38"
"1021","2271012.88"
"14P","-264470"
"1013","68193"
"1012","15412"
"12112","3"
"8329","19019182"
"12111","12"
"12113","13.8"
"12121","6"
"22/27","8540720"
"1023","2667450"
"12123","6"
"12001","2"
"12003","2"
"8199P","26033002"
"10/49","10164000"
"62","2667450"
"65","16705"
"66","52659"
"21/28","8580208"
"20/58","10164000"
"10/15","8300780"
"75","899"
"76","202789"
"170/4","600976"
"1003P","42.1"
"631/4","1854"
"1053","42.4"
"1052","8"
"1051","37"
"8912","554309"
"8913","46667"
"12103","0.9"
"12102","1"
"450/3","262902"
"54/58","450903"
"630","839298"
"65/66B","16705"
"8129","155329"
"8059P","155495"
"8329P","18174576"
"8029","39322"
"1013P","65312"
"9903","173236"
"9900","4085585"
"9901","189042"
"9906","-121890"
"9904","142580"
"9905","142580"
"42/48","1261557"
"76A","202789"
"8279","844606"
"2053","108.1"
"2052","462"
"2051","15"
"440/4","442598"
"8169","1526900"
"1023P","2292630"
"66A","52659"
"8059","194817"
"640/8","335282"
"50/53","635266"
"439","99930"
"490/1","7928"
"3053","106.6"
"3052","464"
"3051","130"
"30/36","22338"
"29/58","1583792"
"1303","1"
"1301","1"
"8079","7318"
"17/49","1863220"
"8199","27559902"
"174/0","600976"
"1203","20.7"
"1202","4"
"1323","27.1"
"1201","18"
"1322","6"
"1321","230"
"67/77","30656"
