
"Reference number","2022-20319176"
"Entity number","0445699063"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","CHRISTANIEL"
"Entity address street","Avenue des Tilleuls /"
"Entity address number","231"
"Entity address box","21"
"Entity postal code","4000"
"Entity city","Liège"
"Entity country","Belgique"
"General assembly date","2022-05-25"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","24582.03"
"492/3","1665"
"10","61973.38"
"13","63797.34"
"14","843.18"
"20","0"
"22","187016.16"
"24","219.6"
"130","6197.34"
"133","57600"
"8309","0"
"130/1","6197.34"
"40","11544.45"
"41","13037.58"
"43","0"
"44","159"
"45","0"
"14P","8393.02"
"8329","323604.43"
"22/27","187235.76"
"8199P","503144.59"
"10/49","218946.85"
"65","563.22"
"21/28","187235.76"
"20/58","218946.85"
"70","31879.56"
"10/11","61973.38"
"10/15","126613.9"
"450/3","0"
"54/58","5328.69"
"630","19598.14"
"65/66B","563.22"
"8329P","304006.29"
"9903","-7549.84"
"9900","20094.78"
"9901","-6986.62"
"9906","843.18"
"9904","-7549.84"
"9905","-7549.84"
"60/61","14556.18"
"42/48","90667.95"
"8279","19598.14"
"440/4","159"
"8169","7695.6"
"47/48","90508.95"
"8179","0"
"640/8","7483.26"
"490/1","1800.37"
"29/58","31711.09"
"17/49","92332.95"
"8199","510840.19"
"430/8","0"
"100","61973.38"
"67/77","0"
