
"Reference number","2023-00327579"
"Entity number","0446047273"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","GEERS P."
"Entity address street","Chemin du Moulin de la Roche,FIN"
"Entity address number","24"
"Entity postal code","6840"
"Entity city","Neufchâteau"
"Entity country","België"
"General assembly date","2023-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","1220554"
"10","6526000"
"12","3122918"
"13","333614"
"14","-537013"
"3","8577305"
"22","4414638"
"23","102293"
"24","1044"
"75/76B","29878"
"130","12500"
"133","321114"
"130/1","12500"
"41","1220554"
"43","3310148"
"44","253642"
"14P","-473291"
"8329","2693685"
"22/27","4517975"
"8199P","4001285"
"10/49","14398570"
"65","16"
"21/28","4517975"
"20/58","14398570"
"10/11","6526000"
"10/15","9445519"
"75","29878"
"8259","3189567"
"54/58","57606"
"630","23571"
"65/66B","16"
"8329P","2670114"
"9903","-63722"
"9900","-69752"
"9901","-93584"
"9906","-537013"
"9904","-63722"
"9905","-63722"
"42/48","4953051"
"8279","23571"
"440/4","253642"
"8169","20808"
"47/48","1389261"
"640/8","261"
"490/1","25130"
"30/36","8577305"
"29/58","9880595"
"17/49","4953051"
"8199","4022093"
"430/8","3310148"
"8259P","3189567"
"100","6526000"
