
"Reference number","2025-00362630"
"Entity number","0656499265"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","JOSSIMMO"
"Entity address street","Rue du Progrès"
"Entity address number","7a"
"Entity postal code","1210"
"Entity city","Saint-Josse-ten-Noode"
"Entity country","Belgique"
"General assembly date","2025-06-16"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société privée à responsabilité limitée"
"111","16200"
"14","40434.26"
"17","113326.95"
"22","111451.04"
"26","31221"
"28","20000"
"42","8137.35"
"45","8548.74"
"14P","14189.89"
"8329","34556.72"
"22/27","142672.04"
"8199P","177228.76"
"10/49","187285.83"
"65","8266.35"
"21/28","162672.04"
"20/58","187285.83"
"10/11","16200"
"10/15","56634.26"
"170/4","113326.95"
"8395P","20000"
"450/3","8548.74"
"54/58","24613.79"
"630","12739.11"
"65/66B","8266.35"
"8329P","21817.61"
"9903","35797.94"
"9900","57863.6"
"9901","44064.29"
"9906","40434.26"
"9904","26244.37"
"9905","26244.37"
"42/48","17324.62"
"8279","12739.11"
"8395","20000"
"47/48","638.53"
"66A","669.95"
"640/8","390.25"
"29/58","24613.79"
"17/49","130651.57"
"8199","177228.76"
"174/0","113326.95"
"67/77","9553.57"
