
"Reference number","2025-00276728"
"Entity number","0423149830"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Da Leoncino"
"Entity address street","St.-Jozefslaan"
"Entity address number","79"
"Entity postal code","2400"
"Entity city","Mol"
"Entity country","België"
"General assembly date","2025-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","337023.32"
"10","30986.69"
"12","49578.70"
"13","371805.41"
"16","3643.80"
"17","35224.98"
"3","6800"
"22","108205.31"
"23","83901.06"
"24","12553.61"
"28","216"
"75/76B","23.60"
"130","3198.60"
"132","14006.75"
"133","354600.06"
"6921","56909.78"
"130/1","3198.60"
"40","17719.25"
"41","319304.07"
"42","20708.38"
"44","45099.77"
"45","14885.96"
"8329","719059.06"
"22/27","204659.98"
"168","3643.80"
"8199P","908721.89"
"10/49","574750.35"
"65","1803.07"
"21/28","204875.98"
"20/58","574750.35"
"10/11","30986.69"
"10/15","452370.80"
"75","23.60"
"170/4","35224.98"
"8395P","216"
"8912","35224.98"
"450/3","14885.96"
"54/58","25544.15"
"630","51039.81"
"65/66B","1803.07"
"691/2","56909.78"
"8329P","668019.25"
"9903","72314.89"
"9900","130609.73"
"9901","74094.36"
"9906","56909.78"
"9904","52599.82"
"9905","56909.78"
"42/48","83510.77"
"8279","51039.81"
"8395","216"
"440/4","45099.77"
"8169","14997.15"
"47/48","2816.66"
"780","1077.49"
"789","4309.96"
"172/3","35224.98"
"640/8","5475.56"
"490/1","506.90"
"30/36","6800"
"29/58","369874.37"
"17/49","118735.75"
"8199","923719.04"
"100","30986.69"
"67/77","20792.56"
