
"Reference number","2022-20302730"
"Entity number","0430816986"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","DIMOTEL"
"Entity address street","Rue des Guillemins"
"Entity address number","116"
"Entity postal code","4000"
"Entity city","Liège"
"Entity country","Belgique"
"General assembly date","2022-06-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société coopérative"
"40/41","25481.53"
"1341","1"
"454/9","25584.33"
"9062","259482.58"
"1213","8.4"
"1212","8"
"1211","2"
"10","25000"
"13","2500"
"14","-58674.53"
"15","11265.48"
"17","494989.19"
"3","3792.05"
"1103","3.6"
"1102","2"
"1343","1"
"1101","2"
"23","9504.22"
"24","5373.93"
"26","565595.19"
"28","200"
"75/76B","51034.04"
"9087","9.8"
"130","2500"
"1113","6.8"
"1112","9"
"1011","6732"
"1003","9.8"
"1002","7.3"
"1001","5.1"
"130/1","2500"
"40","18352.60"
"41","7128.93"
"42","161105.61"
"44","231567.14"
"45","27915.44"
"1022","119428"
"1021","151669.58"
"14P","-68199.18"
"1013","12994"
"1012","6262"
"12112","2"
"8329","895751.22"
"12111","2"
"12113","3.5"
"22/27","580473.34"
"1023","271097.58"
"12123","0.5"
"12002","3"
"12122","1"
"12003","2"
"8199P","1470571.43"
"62","271097.58"
"10/49","895668.33"
"65","23415.28"
"66","34646"
"21/28","580673.34"
"20/58","895668.33"
"70","885666.39"
"10/11","25000"
"10/15","-19909.05"
"75","51034.04"
"76","6258.69"
"170/4","494989.19"
"1003P","11.6"
"1053","10.4"
"1052","11"
"1051","2"
"8395P","200"
"8913","494989.19"
"12103","4.4"
"12102","5"
"450/3","2331.11"
"54/58","281308.02"
"630","117357.28"
"65/66B","23415.28"
"8329P","778393.94"
"1013P","9693"
"9903","10015.34"
"9900","409291.21"
"9901","-17603.42"
"9906","-58674.53"
"9904","9524.65"
"9905","9524.65"
"60/61","499643.93"
"42/48","420588.19"
"76A","6258.69"
"8279","117357.28"
"2053","12.7"
"2052","18"
"2051","6"
"8395","200"
"440/4","231567.14"
"8169","5653.13"
"172/3","494989.19"
"66A","34646"
"640/8","3793.77"
"9022","27915.44"
"490/1","4413.39"
"8982","231567.14"
"3053","12.6"
"9032","2331.11"
"3052","16"
"3051","6"
"30/36","3792.05"
"29/58","314994.99"
"8992","231567.14"
"17/49","915577.38"
"8199","1476224.56"
"9042","25584.33"
"100","25000"
"1203","2"
"1323","9.4"
"1202","3"
"1322","11"
"1321","1"
"67/77","490.69"
