
"Reference number","2024-00467084"
"Entity number","0442652867"
"Accounting period start date","2022-12-01"
"Accounting period end date","2023-11-30"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","PATRILAM"
"Entity address street","AV. LOUISE"
"Entity address number","143"
"Entity address box","4"
"Entity postal code","1050"
"Entity city","Ixelles"
"Entity country","België"
"General assembly date","2024-09-16"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","3844863.06"
"8455P","290051"
"10","1388203.74"
"12","7299119.63"
"13","1891.97"
"14","-453334.05"
"17","734114.62"
"21","236869.72"
"22","8636049.19"
"23","46286.34"
"24","2922.56"
"26","67373.7"
"28","497653.33"
"8555","310"
"75/76B","0.54"
"130","1891.97"
"130/1","1891.97"
"8129P","126342.4"
"40","26488.97"
"41","3818374.09"
"42","54670.64"
"44","19668.07"
"45","460"
"46","4539.26"
"8455","290051"
"14P","-523933.94"
"8329","350917.43"
"22/27","8752631.79"
"8199P","2931239.98"
"10/49","13754159.99"
"8555P","310"
"65","18611.24"
"21/28","9487154.84"
"20/58","13754159.99"
"10/11","1388203.74"
"10/15","8235881.29"
"75","0.54"
"170/4","734114.62"
"8395P","207912.33"
"8259","5348241.49"
"450/3","460"
"54/58","13711.09"
"630","117984.47"
"65/66B","18611.24"
"8129","213161.56"
"8059P","353265.88"
"8329P","319752.12"
"8029","96765.4"
"9903","70919.68"
"9900","141994.59"
"9901","89530.38"
"649","-96765.4"
"9906","-453334.05"
"9904","70599.89"
"9905","70599.89"
"42/48","4784164.08"
"8279","31165.31"
"8395","207912.33"
"440/4","19668.07"
"8169","824067.75"
"47/48","4704826.11"
"172/3","734114.62"
"8059","450031.28"
"640/8","31245.14"
"490/1","408431"
"29/58","4267005.15"
"8079","86819.16"
"17/49","5518278.7"
"8199","3755307.73"
"8259P","5348241.49"
"100","1388203.74"
"67/77","319.79"
