
"Reference number","2023-00506086"
"Entity number","0665570943"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","KAAI 11"
"Entity address street","Simon De Heuvellaan"
"Entity address number","6"
"Entity postal code","2110"
"Entity city","Wijnegem"
"Entity country","België"
"General assembly date","2023-06-01"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","540444.97"
"111","18600.00"
"13","478786.07"
"14","-187827.89"
"16","159595.36"
"24","256.66"
"75/76B","39.92"
"132","478786.07"
"8309","231951.90"
"8129P","5005.48"
"40","147.52"
"41","540297.45"
"44","70138.96"
"14P","-92947.58"
"8329","1372.23"
"22/27","256.66"
"168","159595.36"
"8199P","1677370.59"
"62","34491.13"
"10/49","544892.50"
"65","24167.19"
"21/28","256.66"
"20/58","544892.50"
"8109","5005.48"
"10/11","18600"
"10/15","309558.18"
"75","39.92"
"54/58","3912.13"
"630","542.96"
"65/66B","24167.19"
"8129","0.00"
"8059P","10000"
"8329P","232781.17"
"9903","543501.12"
"9900","622348.44"
"9901","567628.39"
"9906","-187827.89"
"9904","383905.76"
"9905","-94880.31"
"42/48","75738.96"
"8039","10000"
"8279","542.96"
"440/4","70138.96"
"47/48","5600.00"
"8179","1675741.70"
"8059","0"
"640/8","19685.96"
"490/1","278.74"
"680","159595.36"
"29/58","544635.84"
"689","478786.07"
"17/49","75738.96"
"8199","1628.89"
