
"Reference number","2026-00155182"
"Entity number","0416752283"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m04-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","SLEEP WELL"
"Entity address street","Rue du Damier"
"Entity address number","23"
"Entity postal code","1000"
"Entity city","Bruxelles-Ville"
"Entity country","Belgique"
"General assembly date","2026-06-02"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Association sans but lucratif"
"40/41","50832.11"
"492/3","7870.8"
"1341","11"
"454/9","247201.94"
"9062","651458.12"
"635/9","-329579.42"
"1213","11.8"
"1212","2"
"1211","11"
"164/5","232064.94"
"14","274393.5"
"15","247999.06"
"16","628187.08"
"17","605252.28"
"1103","21.6"
"1102","1"
"1343","11.8"
"1101","21"
"1342","2"
"22","394882.52"
"23","532060.41"
"24","35401.11"
"12011","12"
"28","500"
"75/76B","34906.29"
"9087","25"
"1113","3.2"
"1112","1"
"1111","3"
"12013","12"
"12021","1"
"1011","38559"
"1003","25"
"1002","3.1"
"1001","23.5"
"12023","1"
"40","16028.21"
"41","34803.9"
"42","59223.47"
"44","239126.51"
"45","258531.64"
"1022","150232.33"
"1021","1396867.25"
"14P","161663.96"
"1013","42706"
"1012","4147"
"12112","2"
"8329","8221825.56"
"12111","11"
"12113","11.8"
"22/27","962344.04"
"162","396122.14"
"1023","1547099.58"
"8199P","8865338.53"
"62","1547099.58"
"10/49","2320584.34"
"65","43175.52"
"21/28","962844.04"
"20/58","2320584.34"
"8349","962344.04"
"10/15","522392.56"
"75","34906.29"
"170/4","592234.65"
"1003P","24.7"
"1053","24.8"
"1052","2"
"1051","24"
"178/9","13017.63"
"8395P","500"
"8912","236893.88"
"8913","368358.4"
"450/3","11329.7"
"54/58","1263879.08"
"630","313287.18"
"65/66B","43175.52"
"160/5","628187.08"
"8922","651458.12"
"8329P","7908538.38"
"1013P","41452"
"9903","112729.54"
"9900","1719390.52"
"9901","120998.77"
"9906","274393.5"
"9904","112729.54"
"9905","112729.54"
"42/48","556881.62"
"8279","313287.18"
"2053","452"
"2052","67"
"2051","424"
"8395","500"
"892","651458.12"
"440/4","239126.51"
"8169","318831.07"
"1023P","1471201.8"
"172/3","592234.65"
"91611","926942.93"
"640/8","67584.41"
"490/1","43029.11"
"3053","481"
"3052","69"
"3051","451"
"29/58","1357740.3"
"17/49","1170004.7"
"8199","9184169.6"
"91621","5036689"
"1203","13"
"1323","13"
"1201","13"
"1321","13"
