
"Reference number","2022-20231184"
"Entity number","0673493863"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","VIEUX-DURBUY"
"Entity address street","JEAN DE BOHEME"
"Entity address number","6"
"Entity postal code","6940"
"Entity city","Durbuy"
"Entity country","Belgique"
"General assembly date","2022-05-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","33549.21"
"454/9","4488.68"
"1213","0.8"
"1212","1"
"10","65000"
"13","6500"
"14","66321.02"
"15","3244.64"
"16","6181.25"
"1103","1"
"1102","2"
"1343","0.8"
"1342","1"
"21","6489.27"
"22","468771.09"
"23","14206.79"
"24","5612.17"
"28","116.46"
"75/76B","775.36"
"130","6500"
"6920","5500"
"1003","1"
"1002","2"
"130/1","6500"
"40","28305.08"
"41","5244.13"
"44","15820.06"
"45","14702.97"
"1022","26294.66"
"14P","15120.77"
"1013","1120"
"1012","1120"
"8329","168356.53"
"22/27","488590.05"
"168","6181.25"
"1023","26294.66"
"12123","0.8"
"12122","1"
"8199P","613528.33"
"62","33960.11"
"10/49","609257.95"
"65","1306"
"21/28","495195.78"
"20/58","609257.95"
"10/11","65000"
"10/15","141065.66"
"75","775.36"
"1003P","1.5"
"1053","1"
"1052","2"
"8395P","416.46"
"8375","300"
"450/3","10214.29"
"54/58","79593.28"
"630","39332.6"
"65/66B","1606"
"8129","1550.73"
"691/2","5500"
"8329P","130574.66"
"8029","8040"
"1013P","1016"
"9903","77054.99"
"9900","154231.43"
"9901","77885.63"
"9906","71821.02"
"9904","56700.25"
"9905","56700.25"
"42/48","462011.04"
"8279","37781.87"
"8395","116.46"
"440/4","15820.06"
"8169","43418.25"
"47/48","431488.01"
"1023P","23732.64"
"66B","300"
"8059","8040"
"640/8","3053.09"
"490/1","919.68"
"680","6181.25"
"29/58","114062.17"
"8079","1550.73"
"17/49","462011.04"
"8199","656946.58"
"100","65000"
"1323","0.2"
"1322","1"
"67/77","14173.49"
