
"Reference number","2023-00131919"
"Entity number","0644659723"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","de"
"Currency","EUR"
"Entity name","SANKT FRITT PGMBH"
"Entity address street","Hauptstraße"
"Entity address number","41"
"Entity postal code","4780"
"Entity city","Sankt-Vith"
"Entity country","Belgien"
"General assembly date","2023-06-08"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Gesellschaft mit beschränkter Haftung"
"40/41","7129.07"
"492/3","755.09"
"454/9","27443.01"
"111","18600"
"1213","6.3"
"1212","11"
"13","91179.6"
"14","7894.59"
"17","43965.09"
"3","14529.2"
"1103","4.9"
"1102","8"
"23","70541.08"
"24","186.19"
"26","10547.11"
"75/76B","0.08"
"133","89319.6"
"1113","3.3"
"1112","8"
"12013","0.5"
"12012","1"
"8309","895.5"
"1003","7.4"
"1002","14.5"
"130/1","1860"
"8129P","60000"
"41","7129.07"
"42","11323.05"
"44","21833.4"
"45","30643.84"
"1022","185137.68"
"14P","16475.14"
"1013","8868"
"1012","8868"
"12112","8"
"8329","157182.69"
"12113","5.3"
"22/27","81274.38"
"1023","185137.68"
"12002","4"
"12003","1.4"
"8199P","169592.25"
"62","185137.68"
"10/49","247132.21"
"65","3017.99"
"21/28","81274.38"
"20/58","247132.21"
"10/11","18600"
"10/15","117674.19"
"75","0.08"
"170/4","43965.09"
"1003P","5.4"
"1053","8.2"
"1052","16"
"12103","1"
"12102","3"
"450/3","3200.83"
"54/58","138343.69"
"630","13284.12"
"65/66B","3017.99"
"8129","60000"
"8059P","60000"
"8329P","144794.07"
"1013P","6165"
"9903","-8580.55"
"9900","195804.04"
"9901","-5562.64"
"9906","7894.59"
"9904","-8580.55"
"9905","-8580.55"
"42/48","84737.84"
"8279","13284.12"
"2053","14.1"
"2052","21"
"440/4","21833.4"
"8169","69760.32"
"47/48","20937.55"
"1023P","118548.11"
"172/3","43965.09"
"8179","895.5"
"8059","60000"
"640/8","2944.88"
"490/1","5855.87"
"91721","25000"
"3053","12.3"
"3052","18"
"30/36","14529.2"
"29/58","165857.83"
"17/49","129458.02"
"8199","238457.07"
"1311","1860"
"1203","1.9"
"1323","8.2"
"1202","5"
"1322","16"
