
"Reference number","2022-20465469"
"Entity number","0458781789"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LE MIDI SA"
"Entity address street","RUE DU MIDI"
"Entity address number","7-9"
"Entity postal code","4800"
"Entity city","Verviers"
"Entity country","Belgique"
"General assembly date","2022-06-17"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","61076.11"
"492/3","1377.45"
"454/9","9215.82"
"1213","3.8"
"1212","1"
"1211","3"
"10","198314.82"
"13","65072.24"
"14","212722.14"
"15","10639.6"
"16","11814.22"
"17","404913.11"
"3","1790.66"
"1103","5.8"
"1102","1"
"1343","0.8"
"1101","5"
"1342","1"
"22","900594.79"
"23","8831.74"
"24","40874.91"
"12011","3"
"28","223.53"
"75/76B","5293.04"
"9087","6.3"
"130","13846.3"
"132","51225.94"
"1113","1.5"
"1112","1"
"1111","1"
"12013","3.5"
"6920","11195.9"
"12012","1"
"1011","5230"
"1003","6.3"
"1002","1.8"
"1001","5.2"
"130/1","13846.3"
"8129P","13386.25"
"40","42569.38"
"41","18506.73"
"42","100538.98"
"43","66674"
"44","59824.59"
"45","20980.65"
"1022","22815.22"
"1021","118729.97"
"14P","49515.34"
"1013","6235"
"1012","1005"
"12112","1"
"8329","2902189.82"
"12111","3"
"12113","3.8"
"22/27","950301.44"
"168","11814.22"
"1023","141545.19"
"8199P","3581042.34"
"62","141545.19"
"10/49","1203868.15"
"65","20893.09"
"21/28","950524.97"
"20/58","1203868.15"
"10/11","198314.82"
"10/15","486748.8"
"75","5293.04"
"170/4","404913.11"
"1003P","7.2"
"1053","7.3"
"1052","2"
"1051","6"
"8395P","223.53"
"8912","401099.53"
"8913","3813.58"
"450/3","11764.83"
"54/58","189477.81"
"630","113776.12"
"65/66B","20893.09"
"753","5123.37"
"8129","13386.25"
"8059P","13386.25"
"691/2","11195.9"
"8329P","2788413.7"
"1013P","5087"
"9903","175326.86"
"9900","447511.64"
"9901","190926.91"
"9906","223918.04"
"9904","171694.95"
"9905","174402.7"
"42/48","299014.57"
"8279","113776.12"
"8395","223.53"
"440/4","59824.59"
"8169","271448.92"
"47/48","50996.35"
"780","2048.82"
"789","2707.75"
"1023P","116851.94"
"172/3","404913.11"
"8059","13386.25"
"640/8","1263.42"
"490/1","998.6"
"30/36","1790.66"
"29/58","253343.18"
"17/49","705305.13"
"8199","3852491.26"
"430/8","66674"
"100","198314.82"
"1203","3.5"
"1323","6.5"
"1202","1"
"1322","1"
"1201","3"
"1321","6"
"67/77","5680.73"
