
"Reference number","2024-00210030"
"Entity number","0546937171"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","E-Studios"
"Entity address street","Jacob Lacopsstraat"
"Entity address number","24"
"Entity postal code","9700"
"Entity city","Oudenaarde"
"Entity country","België"
"General assembly date","2024-06-04"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","1684.3"
"454/9","2963.35"
"111","12400"
"14","-43690.69"
"17","111057.62"
"3","500"
"22","123461.5"
"23","13091.52"
"75/76B","4.45"
"40","1684.3"
"42","21283.35"
"43","568.81"
"44","368.67"
"45","6016.38"
"14P","-43922.64"
"8329","190864.53"
"22/27","136553.02"
"8199P","327417.55"
"10/49","138737.32"
"65","3928.83"
"21/28","136553.02"
"20/58","138737.32"
"10/11","12400"
"10/15","-31290.69"
"75","4.45"
"170/4","111057.62"
"450/3","3053.03"
"54/58","0"
"630","19992.47"
"65/66B","3928.83"
"8329P","170872.06"
"9903","578.44"
"9900","25647.46"
"9901","4502.82"
"9906","-43690.69"
"9904","231.95"
"9905","231.95"
"42/48","58970.39"
"8279","19992.47"
"440/4","368.67"
"47/48","30733.18"
"172/3","111057.62"
"91611","136553.02"
"640/8","1152.17"
"30/36","500"
"29/58","2184.3"
"17/49","170028.01"
"8199","327417.55"
"430/8","568.81"
"91621","280000"
"67/77","346.49"
