
"Reference number","2024-00319582"
"Entity number","0461535502"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","DOMAINE DE BLIER"
"Entity address street","Rue Croix Henquin,"
"Entity address number","6"
"Entity postal code","6997"
"Entity city","Erezée"
"Entity country","Belgique"
"General assembly date","2024-05-03"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","15052.12"
"454/9","3857.49"
"1213","0.6"
"1212","1"
"10","96629.64"
"13","39662.96"
"14","-53284.76"
"17","0"
"1103","0.6"
"1102","1"
"21","14215.01"
"22","79847.89"
"24","5256.69"
"75/76B","21485.88"
"130","39662.96"
"1003","0.6"
"1002","1"
"130/1","39662.96"
"40","4925"
"41","10127.12"
"42","0"
"44","6801.49"
"45","3867.24"
"46","0"
"14P","94251.65"
"1013","384"
"1012","384"
"12112","1"
"8329","982817.53"
"12113","0.6"
"22/27","85104.58"
"8199P","1044947.01"
"62","12163.77"
"10/49","117337.48"
"65","8990.77"
"21/28","99319.59"
"20/58","117337.48"
"10/11","96629.64"
"10/15","83007.84"
"75","21485.88"
"170/4","0"
"1003P","0.6"
"1053","0.6"
"1052","1"
"1051","0"
"450/3","9.75"
"54/58","2965.77"
"630","17990.46"
"65/66B","8990.77"
"8129","3384.99"
"8329P","968212.06"
"8029","17600"
"1013P","962"
"9903","-147502.7"
"9900","-87666.41"
"9901","-159997.81"
"9906","-53284.76"
"9904","-147536.41"
"9905","-147536.41"
"42/48","34329.64"
"8279","14605.47"
"440/4","6801.49"
"8169","22975.1"
"47/48","23660.91"
"172/3","0"
"66A","3605.54"
"8059","17600"
"640/8","38571.63"
"490/1","0"
"29/58","18017.89"
"8079","3384.99"
"17/49","34329.64"
"8199","1067922.11"
"174/0","0"
"100","96629.64"
"1323","0.6"
"1322","1"
"67/77","33.71"
