
"Reference number","2024-00238584"
"Entity number","0476543479"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","De Boer Vastgoed & Management"
"Entity address street","Venlosesteenweg"
"Entity address number","11"
"Entity address box","A"
"Entity postal code","3680"
"Entity city","Maaseik"
"Entity country","België"
"General assembly date","2024-06-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","986400"
"1100/10","946.76"
"10","5089000"
"11","946.76"
"14","-2200008.81"
"15","158312.42"
"22","2309709.53"
"75/76B","13455.9"
"41","986400"
"44","1642.28"
"45","8182.49"
"14P","-2222362.73"
"8329","4819546.58"
"22/27","2309709.53"
"8199P","7129256.11"
"10/49","3358075.14"
"65","209.37"
"21/28","2309709.53"
"20/58","3358075.14"
"10/11","5089946.76"
"10/15","3048250.37"
"75","13455.9"
"450/3","8182.49"
"54/58","61965.61"
"630","197061.44"
"65/66B","209.37"
"753","13455.9"
"8329P","4622485.14"
"9903","22353.92"
"9900","233834.69"
"9901","9107.39"
"9906","-2200008.81"
"9904","22353.92"
"9905","22353.92"
"42/48","309824.77"
"8279","197061.44"
"440/4","1642.28"
"47/48","300000"
"640/8","27665.86"
"29/58","1048365.61"
"17/49","309824.77"
"8199","7129256.11"
"100","5089000"
