
"Reference number","2025-00261060"
"Entity number","0436499208"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Heidestrand"
"Entity address street","Zwanenstraat"
"Entity address number","105"
"Entity postal code","3520"
"Entity city","Zonhoven"
"Entity country","België"
"General assembly date","2025-06-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","59432.28"
"492/3","18852.79"
"454/9","20372.83"
"8525","0"
"10","501984.39"
"13","1270643.17"
"14","0"
"17","292798.57"
"3","135932.27"
"1103","2.7"
"1102","3"
"1343","0.4"
"1101","1"
"1342","2"
"21","69266.62"
"22","1766048.44"
"23","96457.04"
"24","54129.05"
"28","361945.94"
"75/76B","4845.3"
"9087","8.3"
"130","50198.44"
"133","1220444.73"
"1113","1.1"
"1112","3"
"12013","1.6"
"12012","4"
"6921","16209.86"
"8309","3400"
"1011","1649"
"694/7","440000"
"1003","8.3"
"1002","24.9"
"1001","1.8"
"130/1","50198.44"
"8129P","103215.68"
"40","31437.91"
"41","27994.37"
"42","32835.72"
"44","88628.25"
"45","22576.83"
"1022","332497.34"
"1021","33853.3"
"1013","17845"
"1012","16196"
"8329","3320710.85"
"22/27","1916634.53"
"1023","366350.64"
"12002","2"
"12001","1"
"12003","2.2"
"8199P","5121079.01"
"62","366350.64"
"10/49","2959481.28"
"65","24452.74"
"21/28","2347847.09"
"20/58","2959481.28"
"8109","85017.01"
"10/11","501984.39"
"10/15","1772627.56"
"75","4845.3"
"170/4","292798.57"
"1003P","7.7"
"1053","3.8"
"1052","6"
"1051","1"
"8395P","361945.94"
"8912","139430.37"
"8913","153368.2"
"450/3","2204"
"54/58","176901.13"
"630","167433.77"
"65/66B","24452.74"
"6502","0"
"8129","56617.74"
"8059P","180031.86"
"691/2","16209.86"
"8329P","3195096.15"
"8029","30869.51"
"1013P","17880"
"9903","466375.96"
"9900","1064220.83"
"9901","485983.4"
"9906","456209.86"
"9904","456209.86"
"9905","456209.86"
"42/48","875202.36"
"8039","85017.01"
"8279","129014.7"
"2053","8.8"
"2052","68"
"2051","2"
"8395","361945.94"
"892","0"
"440/4","88628.25"
"8169","119666.37"
"47/48","731161.56"
"1023P","413914.56"
"172/3","292798.57"
"8179","3400"
"8059","125884.36"
"640/8","44453.02"
"50/53","220000"
"490/1","19368.51"
"3053","9.6"
"3052","66"
"3051","3"
"30/36","135932.27"
"29/58","611634.19"
"8079","38419.07"
"17/49","1186853.72"
"8199","5237345.38"
"695","440000"
"100","501984.39"
"1203","3.8"
"1323","3.4"
"1202","6"
"1322","4"
"1201","1"
"1321","1"
"902","0"
"67/77","10166.1"
