
"Reference number","2024-00151127"
"Entity number","0436255916"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","INTERBUSINESS"
"Entity address street","Persilstraat"
"Entity address number","52"
"Entity address box","1"
"Entity postal code","3020"
"Entity city","Herent"
"Entity country","België"
"General assembly date","2024-05-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","136567.25"
"492/3","40053"
"10","62000"
"13","13764.58"
"14","-43129.27"
"23","43386.98"
"24","656.47"
"133","7564.58"
"130/1","6200"
"40","38025"
"41","98542.25"
"44","30892.19"
"14P","-10084.54"
"8329","90396.92"
"22/27","44043.45"
"8199P","134440.37"
"10/49","219133.96"
"65","1037.87"
"21/28","44043.45"
"20/58","219133.96"
"10/11","62000"
"10/15","32635.31"
"54/58","37538.97"
"630","14354.4"
"65/66B","1037.87"
"8329P","76042.52"
"9903","-33044.73"
"9900","-17223.35"
"9901","-32006.86"
"9906","-43129.27"
"9904","-33044.73"
"9905","-33044.73"
"42/48","146445.65"
"8279","14354.4"
"440/4","30892.19"
"47/48","115553.46"
"640/8","429.11"
"490/1","984.29"
"29/58","175090.51"
"17/49","186498.65"
"8199","134440.37"
"1311","6200"
"100","62000"
