
"Reference number","2026-00223484"
"Entity number","0423661950"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Hof ten Broeck"
"Entity address street","Liezele-Dorp"
"Entity address number","1"
"Entity postal code","2870"
"Entity city","Puurs-Sint-Amands"
"Entity country","België"
"General assembly date","2026-06-03"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","15956.06"
"492/3","11622.09"
"110","18592.01"
"111","0"
"13","147634.62"
"23","36839.92"
"24","1628.24"
"75/76B","5547.19"
"9087","0"
"133","147634.62"
"6921","785.01"
"130/1","0"
"40","2536.43"
"41","13419.63"
"44","682.18"
"45","0"
"14P","0"
"8329","163.05"
"22/27","38468.16"
"62","100.76"
"10/49","178530.9"
"65","45.05"
"21/28","38468.16"
"20/58","178530.9"
"10/11","18592.01"
"10/15","166226.63"
"75","5547.19"
"76","0"
"450/3","0"
"54/58","122618"
"630","163.05"
"65/66B","45.05"
"691/2","785.01"
"9903","2024.15"
"9900","-2342.04"
"9901","-3477.99"
"9906","785.01"
"9904","785.01"
"9905","785.01"
"42/48","682.18"
"76A","0"
"8279","163.05"
"440/4","682.18"
"8169","38631.21"
"640/8","872.14"
"490/1","1488.68"
"29/58","140062.74"
"17/49","12304.27"
"8199","38631.21"
"1319","0"
"67/77","1239.14"
