
"Reference number","2022-20426513"
"Entity number","0455421730"
"Accounting period start date","2021-05-12"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","AVENCOBIM SA"
"Entity address street","Cokaifagne"
"Entity address number","71"
"Entity postal code","4845"
"Entity city","Jalhay"
"Entity country","Belgique"
"General assembly date","2022-05-15"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","5413.02"
"10","61500"
"13","7062.03"
"14","106296.25"
"22","183545.86"
"75/76B","22.43"
"130","7062.03"
"130/1","7062.03"
"41","5413.02"
"44","12671.87"
"45","4157.28"
"14P","127843.13"
"8329","58273.65"
"22/27","183545.86"
"8199P","241819.51"
"10/49","191687.43"
"65","20.04"
"21/28","183545.86"
"20/58","191687.43"
"70","300"
"10/11","61500"
"10/15","174858.28"
"75","22.43"
"450/3","4157.28"
"54/58","2316.51"
"65/66B","20.04"
"8329P","58273.65"
"9903","-22110.91"
"9900","-14424.99"
"9901","-22113.3"
"9906","106296.25"
"9904","-21546.88"
"9905","-21546.88"
"60/61","14724.99"
"42/48","16829.15"
"440/4","12671.87"
"47/48","0"
"640/8","7688.31"
"490/1","412.04"
"29/58","8141.57"
"17/49","16829.15"
"8199","241819.51"
"100","61500"
"67/77","-564.03"
