
"Reference number","2022-20048625"
"Entity number","0475690572"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Maraboe"
"Entity address street","Hoefijzerlaan"
"Entity address number","9"
"Entity postal code","8000"
"Entity city","Brugge"
"Entity country","België"
"General assembly date","2022-05-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","99333.09"
"454/9","7364.51"
"1213","2"
"1211","2"
"10","193600"
"13","69360"
"14","-7736.76"
"17","601615.56"
"1103","1"
"1101","1"
"22","602230.86"
"23","3566.12"
"28","104.58"
"75/76B","18.66"
"130","19360"
"133","50000"
"1113","1"
"1111","1"
"1011","768"
"1003","1.4"
"1002","0.8"
"1001","0.8"
"130/1","19360"
"8129P","123946.76"
"40","6956"
"41","92377.09"
"42","85961.04"
"44","11679.06"
"45","7364.51"
"1022","1498.57"
"1021","15984.74"
"14P","1721.33"
"1013","840"
"1012","72"
"8329","1642517.69"
"22/27","605796.98"
"1023","17483.31"
"8199P","2248314.67"
"62","17483.31"
"10/49","962139.61"
"65","13290.62"
"21/28","605901.56"
"20/58","962139.61"
"10/11","193600"
"10/15","255223.24"
"75","18.66"
"170/4","601615.56"
"1003P","1.6"
"1053","2"
"1051","2"
"8395P","104.58"
"12101","2"
"12103","2"
"54/58","46904.96"
"630","82713.93"
"65/66B","13290.62"
"8129","123946.76"
"8059P","123946.76"
"8329P","1559803.76"
"1013P","600"
"9903","-9061.62"
"9900","127837.2"
"9901","4210.34"
"9906","-7736.76"
"9904","-9458.09"
"9905","-9458.09"
"42/48","105300.81"
"8279","82713.93"
"2053","0.8"
"2052","2"
"8395","104.58"
"440/4","11679.06"
"47/48","296.2"
"1023P","13881.69"
"172/3","601615.56"
"8059","123946.76"
"640/8","23429.62"
"50/53","210000"
"3053","0.8"
"3052","2"
"29/58","356238.05"
"17/49","706916.37"
"8199","2248314.67"
"100","193600"
"1323","2"
"1321","2"
"67/77","396.47"
