
"Reference number","2022-20280768"
"Entity number","0434001160"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","RESIDENTIE AMARYLLIS"
"Entity address street","RIDDERSTRAAT"
"Entity address number","36"
"Entity postal code","3800"
"Entity city","Sint-Truiden"
"Entity country","België"
"General assembly date","2022-05-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","6450.62"
"111","30986.69"
"13","87508.50"
"14","-53470.76"
"22","26212.82"
"75/76B","0.92"
"133","84409.83"
"6921","30000"
"694/7","4300"
"130/1","3098.67"
"40","6450.62"
"44","7844.68"
"45","6259.37"
"14P","-54859.70"
"791/2","4300"
"8329","281097.52"
"22/27","26212.82"
"8199P","307310.34"
"10/49","238805.92"
"65","63.36"
"21/28","26212.82"
"20/58","238805.92"
"10/11","30986.69"
"10/15","65024.43"
"75","0.92"
"450/3","6259.37"
"54/58","79614.43"
"630","1287.29"
"65/66B","63.36"
"691/2","30000"
"8329P","279810.23"
"9903","27648.58"
"9900","31141.83"
"9901","27711.02"
"9906","-23470.76"
"9904","14388.94"
"9905","31388.94"
"42/48","173781.49"
"8279","1287.29"
"440/4","7844.68"
"47/48","159677.44"
"789","17000"
"640/8","2143.52"
"50/53","126528.05"
"29/58","212593.10"
"17/49","173781.49"
"8199","307310.34"
"694","4300"
"1311","3098.67"
"67/77","13259.64"
