
"Reference number","2022-20239672"
"Entity number","0667849651"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Exploitatiemaatschappij ISK"
"Entity address street","Kortrijksesteenweg"
"Entity address number","1041"
"Entity postal code","9051"
"Entity city","Sint-Denijs-Westrem"
"Entity country","België"
"General assembly date","2022-05-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Coöperatieve vennootschap met beperkte aansprakelijkheid"
"40/41","84990.62"
"492/3","1167.13"
"1100/10","0"
"1341","4"
"454/9","41462.82"
"1213","9.2"
"1212","4"
"1211","6"
"5811","2"
"5812","15"
"5813","462.4"
"10","725000"
"11","0"
"13","10000"
"14","-191258.83"
"3","5768.32"
"1103","10.9"
"1102","5"
"1343","4.7"
"1101","7"
"1342","1"
"21","0"
"23","370589.28"
"24","62317.26"
"12011","1"
"75/76B","342.44"
"9087","9.6"
"130","10000"
"12013","1.7"
"12012","1"
"1011","6097"
"694/7","0"
"1003","9.6"
"1002","4.5"
"1001","6.1"
"130/1","10000"
"8129P","412264.06"
"40","26185.1"
"41","58805.52"
"44","168400.34"
"45","41687.01"
"46","88830.25"
"1022","70256.95"
"1021","161218.15"
"14P","-70367.2"
"1013","8754"
"1012","2657"
"12112","4"
"8329","396741.79"
"12111","6"
"12113","9.2"
"22/27","432906.54"
"1023","231475.1"
"8199P","829648.33"
"62","231475.1"
"10/49","1033165.61"
"65","6580.25"
"21/28","432906.54"
"20/58","1033165.61"
"10/11","725000"
"10/15","543741.17"
"75","342.44"
"76","0"
"1003P","13.1"
"1053","10.9"
"1052","5"
"1051","7"
"450/3","224.19"
"54/58","499614.93"
"630","197595.47"
"65/66B","6580.25"
"6502","0"
"8129","516396.1"
"8059P","516396.1"
"8329P","303278.36"
"1013P","8400"
"9903","-120891.63"
"9900","650104.43"
"9901","-114653.82"
"9906","-191258.83"
"9904","-120891.63"
"9905","-120891.63"
"42/48","488257.31"
"76A","0"
"8279","93463.43"
"2053","94.5"
"2052","65"
"2051","50"
"440/4","168400.34"
"47/48","189339.71"
"1023P","249933.7"
"8059","516396.1"
"640/8","335687.68"
"490/1","9885.2"
"1109/19","0"
"3053","94.5"
"3052","65"
"3051","50"
"30/36","5768.32"
"29/58","600259.07"
"8079","104132.04"
"17/49","489424.44"
"8199","829648.33"
"58132","81.4"
"58131","381"
"694","0"
"1311","0"
"100","725000"
"1203","1.7"
"1323","6.2"
"1202","1"
"1322","4"
"1201","1"
"1321","3"
"5803","0"
