
"Reference number","2025-00514087"
"Entity number","0431062753"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","CAMPING PARK METSU"
"Entity address street","Koningin Astridlaan"
"Entity address number","15"
"Entity postal code","8450"
"Entity city","Bredene"
"Entity country","België"
"General assembly date","2025-06-28"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","83645.69"
"9500","1571.24"
"492/3","30000"
"1100/10","977.32"
"454/9","11963.35"
"1213","1.2"
"1212","4"
"10","384234.96"
"11","977.32"
"13","1361609.25"
"14","16615.95"
"16","9831.93"
"17","12500.42"
"3","1315.74"
"1103","2.4"
"1102","8"
"22","25048.4"
"23","716590.42"
"24","27080.15"
"28","150"
"29","215532.27"
"75/76B","14870.65"
"9087","2.2"
"130","38423.5"
"132","29495.75"
"133","1293690"
"12013","0.3"
"12012","1"
"6921","229790"
"8309","65688.59"
"694/7","120749.05"
"1003","2.2"
"1002","7.1"
"130/1","38423.5"
"40","42392.61"
"41","41253.08"
"42","7673.82"
"44","33123.76"
"45","60944.59"
"1022","44172.45"
"14P","16612.85"
"791/2","120749.05"
"1013","2300"
"1012","2300"
"12112","1"
"8329","2629660.56"
"12113","0.3"
"22/27","768718.97"
"168","9831.93"
"1023","44172.45"
"12002","3"
"12003","0.9"
"8199P","3242574.65"
"62","44172.45"
"10/49","1925014.76"
"65","-8604.45"
"21/28","768868.97"
"20/58","1925014.76"
"291","215532.27"
"10/11","385212.28"
"10/15","1763437.48"
"75","14870.65"
"170/4","1291.89"
"1003P","1.4"
"1053","2.4"
"1052","8"
"178/9","11208.53"
"8395P","586.29"
"8912","1291.89"
"8913","11208.53"
"12103","0.9"
"12102","3"
"8375","436.29"
"450/3","48981.24"
"54/58","384578"
"630","128864.63"
"65/66B","-8604.45"
"691/2","229790"
"8329P","2566484.52"
"1013P","3207"
"9903","318490.6"
"9900","621069.44"
"9901","295015.5"
"9906","246405.95"
"9904","227171.49"
"9905","229793.1"
"42/48","109244.93"
"8279","128864.63"
"2053","10.8"
"2052","31"
"2051","1"
"8395","150"
"440/4","33123.76"
"8169","225994.49"
"47/48","7502.76"
"780","873.86"
"789","2621.61"
"1023P","43584.91"
"172/3","1291.89"
"8179","70189.61"
"640/8","153016.86"
"50/53","454926.78"
"490/1","16147.31"
"3053","9"
"3052","25"
"3051","1"
"30/36","1315.74"
"29/58","1156145.79"
"17/49","151745.35"
"8199","3398379.53"
"694","120749.05"
"100","384234.96"
"1203","1.2"
"1323","2.4"
"1202","4"
"1322","8"
"67/77","92192.97"
