
"Reference number","2022-20074164"
"Entity number","0546937171"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","E-Studios"
"Entity address street","Jacob Lacopsstraat"
"Entity address number","24"
"Entity postal code","9700"
"Entity city","Oudenaarde"
"Entity country","België"
"General assembly date","2022-06-03"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","10457.46"
"492/3","0"
"454/9","1100"
"111","12400"
"14","-27838.41"
"17","153157.5"
"3","500"
"22","135688.56"
"23","40849.4"
"75/76B","0"
"40","10457.46"
"41","0"
"42","20352.32"
"44","111.11"
"45","3526.21"
"14P","-29215.39"
"8329","151791.56"
"22/27","176537.96"
"8199P","322905.42"
"10/49","199469.58"
"65","4709.16"
"21/28","176537.96"
"20/58","199469.58"
"10/11","12400"
"10/15","-15438.41"
"75","0"
"170/4","153157.5"
"450/3","2426.21"
"54/58","11974.16"
"630","19723.49"
"65/66B","4709.16"
"8329P","132068.07"
"9903","1376.98"
"9900","26873.48"
"9901","6086.14"
"9906","-27838.41"
"9904","1376.98"
"9905","1376.98"
"42/48","61750.49"
"8279","19723.49"
"440/4","111.11"
"8169","5424.1"
"47/48","37760.85"
"172/3","153157.5"
"91611","176537.96"
"640/8","1063.85"
"490/1","0"
"30/36","500"
"29/58","22931.62"
"17/49","214907.99"
"8199","328329.52"
"91621","280000"
