
"Reference number","2023-00236031"
"Entity number","0439580244"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Villas Fantasia"
"Entity address street","Jozef Mertensstraat"
"Entity address number","140"
"Entity postal code","1702"
"Entity city","Groot-Bijgaarden"
"Entity country","België"
"General assembly date","2023-05-26"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","487172"
"12031","0"
"12033","0"
"492/3","67571.56"
"12032","0"
"58033","0"
"454/9","24726.7"
"58032","0"
"58031","0"
"1213","1"
"1333","0"
"1212","0"
"1332","0"
"1211","1"
"1331","0"
"8525","0"
"5811","0"
"5812","0"
"5813","0"
"10","1258574.83"
"13","4883708.22"
"16","89014.08"
"17","23326157.5"
"1103","5"
"1102","0"
"1343","0"
"1101","5"
"1342","0"
"5821","4"
"5822","134"
"5823","4344.82"
"22","23891800.08"
"23","139426.43"
"24","6469.83"
"12132","0"
"12011","0"
"28","1729882.12"
"12131","0"
"1121","0"
"75/76B","92.71"
"9087","5.5"
"130","123634.45"
"132","74341.08"
"133","4685732.69"
"1113","0"
"1112","0"
"1111","0"
"12013","0"
"6920","41974.61"
"5831","1"
"12133","0"
"12012","0"
"5832","34"
"5833","1086.21"
"6921","797517.53"
"12022","0"
"5851","0"
"12021","0"
"1132","0"
"1011","8326"
"1131","0"
"1003","5.5"
"1123","0"
"1002","0"
"1122","0"
"1001","5.5"
"5841","0"
"5842","0"
"12023","0"
"5843","0"
"130/1","123634.45"
"8129P","116200.08"
"40","487172"
"41","0"
"42","1742476.37"
"43","500000"
"44","160156.13"
"45","45585.14"
"1022","0"
"1021","271551.53"
"791/2","0"
"1013","8326"
"1133","0"
"1012","0"
"5852","0"
"12112","0"
"8329","23140964.86"
"5853","0"
"12111","0"
"12113","0"
"12121","0"
"160","80364.48"
"22/27","24037696.34"
"168","8649.6"
"1023","271551.53"
"12123","0"
"12002","0"
"12122","0"
"12001","4"
"12003","4"
"8199P","46550614.1"
"62","271551.53"
"10/49","32073727.83"
"65","410295.71"
"66","1137.5"
"21/28","25767578.46"
"20/58","32073727.83"
"10/11","1258574.83"
"10/15","6142283.05"
"75","92.71"
"76","0"
"8365","2000"
"170/4","23320557.5"
"1003P","7.6"
"1053","5"
"1052","0"
"1051","5"
"178/9","5600"
"8395P","2547882.12"
"12101","1"
"8912","13628199.09"
"8913","9697958.41"
"12103","1"
"12102","0"
"8375","820000"
"450/3","20858.44"
"54/58","5761909.08"
"630","2679003.34"
"65/66B","410295.71"
"6502","0"
"8129","116200.08"
"160/5","80364.48"
"8059P","116200.08"
"691/2","839492.14"
"8329P","20461961.52"
"1013P","10576"
"9903","873901.08"
"9900","4334106.16"
"9901","1284104.08"
"9906","839492.14"
"9904","838199.97"
"9905","839492.14"
"42/48","2448701.64"
"76A","0"
"8279","2679003.34"
"2053","0"
"2052","0"
"2051","0"
"8395","1729882.12"
"440/4","160156.13"
"8721","0"
"8722","0"
"8169","628047.1"
"47/48","484"
"780","665.37"
"789","1292.17"
"1023P","314927.43"
"172/3","17614028.38"
"66A","1137.5"
"8732","0"
"8059","116200.08"
"8731","0"
"640/8","98309.71"
"50/53","2650"
"490/1","54418.29"
"3053","1"
"3052","0"
"3051","1"
"29/58","6306149.37"
"1302","0"
"17/49","25842430.7"
"8199","47178661.2"
"58132","0"
"58131","0"
"58133","0"
"430/8","500000"
"174/0","5706529.12"
"100","1258574.83"
"1203","4"
"1323","5"
"1202","0"
"1322","0"
"1201","4"
"1321","5"
"5801","0"
"67/77","36366.48"
"5802","0"
"5803","0"
