
"Reference number","2022-20310289"
"Entity number","0658702056"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HOTEL UILENSPIEGEL"
"Entity address street","Albert I laan"
"Entity address number","159"
"Entity postal code","8620"
"Entity city","Nieuwpoort"
"Entity country","België"
"General assembly date","2022-05-02"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","20000"
"12031","0"
"12033","0"
"492/3","3920.8"
"12032","0"
"58033","0"
"1341","0"
"454/9","9311.56"
"58032","119"
"58031","0"
"635/8","27300"
"1213","0.5"
"1333","0"
"1212","1"
"1332","0"
"1211","0"
"1331","0"
"5811","1"
"5812","10"
"5813","104"
"10","38696.87"
"13","14673.22"
"14","79499.69"
"16","27300"
"17","31250"
"1103","1.2"
"1102","2"
"1343","0"
"1101","0"
"1342","0"
"5821","0"
"5822","0"
"5823","0"
"21","1672"
"22","57807.10"
"23","115543.96"
"24","213.82"
"25","0"
"12132","0"
"12011","0"
"12131","0"
"1121","0"
"75/76B","121739.03"
"9087","2.5"
"130","3869.69"
"132","321.40"
"133","10482.13"
"1113","0"
"1112","0"
"1111","0"
"12013","0"
"5831","0"
"12133","0"
"12012","0"
"5832","0"
"5833","0"
"8309","68066.23"
"12022","0"
"5851","0"
"12021","0"
"1132","0"
"1011","1296"
"1131","0"
"1003","2.5"
"1123","0"
"1002","1.3"
"1122","0"
"1001","1.8"
"5841","0"
"5842","0"
"12023","0"
"8319","-630"
"5843","0"
"130/1","3869.69"
"8129P","8434.48"
"41","20000"
"42","15000"
"44","12794.3"
"45","9311.56"
"1022","15465"
"1021","26400"
"14P","-70397.95"
"1013","1967"
"1133","0"
"1012","671"
"5852","0"
"12112","0"
"8329","476550.37"
"5853","0"
"12111","0"
"12113","0"
"12121","0"
"22/27","173564.88"
"162","27300"
"1023","41865"
"12123","0"
"12002","1"
"12122","0"
"12001","0"
"12003","0.7"
"8199P","759169.08"
"62","61203.88"
"10/49","348096.01"
"65","4302.6"
"21/28","175236.88"
"20/58","348096.01"
"10/11","38696.87"
"10/15","132869.78"
"75","1950.33"
"76","119788.7"
"170/4","31250"
"1003P","4.4"
"1053","1.2"
"1052","2"
"1051","0"
"12101","0"
"8912","31250"
"12103","0.5"
"12102","1"
"54/58","150800.54"
"630","36903.25"
"65/66B","4302.6"
"8129","8434.48"
"160/5","27300"
"8059P","8434.48"
"8329P","508343.35"
"8029","1672"
"1013P","5819"
"9903","149783.97"
"9900","161544.17"
"9901","32347.54"
"9906","79499.69"
"9904","149897.64"
"9905","149897.64"
"42/48","152755.43"
"76B","119788.7"
"8279","36903.25"
"2053","6"
"2052","0"
"2051","6"
"440/4","12794.3"
"8169","42498.85"
"47/48","115649.57"
"1023P","98313"
"172/3","31250"
"8179","151552.68"
"8059","10106.48"
"640/8","3789.5"
"490/1","2058.59"
"3053","8"
"3052","0"
"3051","8"
"29/58","172859.13"
"1303","0"
"1302","0"
"1301","0"
"17/49","187926.23"
"8199","650115.25"
"58132","104"
"58131","0"
"58133","0"
"100","38696.87"
"1203","0.7"
"1323","1.1"
"1202","1"
"1322","2"
"1201","0"
"1321","0"
"5801","1"
"67/77","-113.67"
"5802","10"
"5803","119"
