
"Reference number","2024-00334287"
"Entity number","0474069781"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Europcat"
"Entity address street","Rue du Haut-Pont"
"Entity address number","2"
"Entity postal code","1060"
"Entity city","Saint-Gilles"
"Entity country","Belgique"
"General assembly date","2024-06-28"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","3327353.79"
"1341","9"
"454/9","131400.96"
"1213","14.9"
"1212","12"
"1211","6"
"10","7048860"
"14","-1379661.84"
"3","2083.55"
"1103","13.9"
"1102","8"
"1343","9"
"1101","8"
"22","2041868.82"
"24","179339.98"
"12011","10"
"28","2440"
"75/76B","130893.25"
"9087","23.9"
"1113","12.6"
"1112","6"
"1111","8"
"12013","11.6"
"12012","2"
"1011","20800"
"1003","23.9"
"1002","15"
"1001","12.7"
"40","3323904.73"
"41","3449.06"
"44","528771.4"
"45","154421.04"
"1022","503188.32"
"1021","742994.1"
"14P","-2115292.69"
"1013","39469"
"1012","18669"
"12112","12"
"8329","6279122.6"
"12111","6"
"12113","14.9"
"22/27","2221208.8"
"1023","1246182.42"
"8199P","8348713.87"
"62","1246182.42"
"10/49","6377278.6"
"65","10977.42"
"21/28","2223648.8"
"20/58","6377278.6"
"10/11","7048860"
"10/15","5669198.16"
"75","130893.25"
"1003P","21.4"
"631/4","-1337.46"
"1053","26.5"
"1052","14"
"1051","16"
"8395P","2440"
"450/3","23020.08"
"54/58","821501.47"
"630","225907.61"
"65/66B","10977.42"
"8329P","6053214.99"
"1013P","34721"
"9903","735630.85"
"9900","2150964.82"
"9901","615715.02"
"9906","-1379661.84"
"9904","735630.85"
"9905","735630.85"
"42/48","708080.44"
"8279","225907.61"
"2053","14.1"
"2052","8"
"2051","8"
"8395","2440"
"440/4","528771.4"
"8169","151617.53"
"47/48","24888"
"1023P","978438.63"
"640/8","64497.23"
"490/1","2690.99"
"3053","11.9"
"3052","8"
"3051","6"
"30/36","2083.55"
"29/58","4153629.8"
"17/49","708080.44"
"8199","8500331.4"
"100","7048860"
"1203","11.6"
"1323","17.5"
"1202","2"
"1322","14"
"1201","10"
"1321","7"
