
"Reference number","2025-00483507"
"Entity number","0502675873"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","PHIL-JUNIOR"
"Entity address street","Notarisstraat"
"Entity address number","31"
"Entity postal code","9000"
"Entity city","Gent"
"Entity country","België"
"General assembly date","2025-06-02"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","15249.47"
"492/3","680.75"
"110","12400"
"13","1860"
"14","-50336.55"
"22","650784.65"
"24","234598.27"
"28","1800"
"75/76B","365.24"
"133","1860"
"40","12739.47"
"41","2510"
"44","11722.14"
"45","21669.75"
"14P","42952.78"
"8329","201980.52"
"22/27","885382.92"
"8199P","776638.07"
"10/49","915649.66"
"65","204.9"
"21/28","887182.92"
"20/58","915649.66"
"10/11","12400"
"10/15","-36076.55"
"75","365.24"
"8365","1800"
"450/3","21669.75"
"54/58","4605.61"
"630","77001"
"65/66B","204.9"
"8329P","124979.52"
"9903","-92503.02"
"9900","-5691.86"
"9901","-92663.36"
"9906","-50336.55"
"9904","-93289.33"
"9905","-93289.33"
"42/48","951045.46"
"8279","77001"
"8395","1800"
"440/4","11722.14"
"8169","310725.37"
"47/48","917653.57"
"640/8","9970.5"
"490/1","8611.66"
"29/58","28466.74"
"17/49","951726.21"
"8199","1087363.44"
"67/77","786.31"
