
"Reference number","2026-00104069"
"Entity number","0444250397"
"Accounting period start date","2024-10-01"
"Accounting period end date","2025-09-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Van De Vijver Guy"
"Entity address street","Heide"
"Entity address number","6"
"Entity postal code","9260"
"Entity city","Wichelen"
"Entity country","België"
"General assembly date","2026-03-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","83351.84"
"454/9","508.11"
"111","24789.35"
"13","39726.92"
"17","86155.05"
"3","75675"
"21","637.98"
"22","312592.41"
"23","73100.19"
"24","21984.93"
"26","20840"
"28","100"
"75/76B","42.93"
"133","37247.98"
"6921","4049.56"
"8309","137053.28"
"130/1","2478.94"
"8129P","31194.71"
"40","16670.6"
"41","66681.24"
"42","32246.17"
"43","12647.08"
"44","7816.23"
"45","7606.84"
"8329","1058385.06"
"22/27","428517.53"
"8199P","1611375.26"
"62","3869.53"
"10/49","594169.24"
"65","16444.87"
"21/28","429255.51"
"20/58","594169.24"
"10/11","24789.35"
"10/15","64516.27"
"75","42.93"
"170/4","86155.05"
"8395P","100"
"450/3","7098.73"
"54/58","5052.68"
"630","33773.63"
"65/66B","16444.87"
"8129","33491.37"
"8059P","34129.35"
"691/2","4049.56"
"8329P","1163961.37"
"9903","4454.52"
"9900","70478.22"
"9901","20856.46"
"9906","4049.56"
"9904","4049.56"
"9905","4049.56"
"42/48","443497.92"
"76A","8800"
"8279","31476.97"
"8395","100"
"440/4","7816.23"
"8169","31668.62"
"47/48","383181.6"
"172/3","86155.05"
"8179","156141.29"
"66A","1238.01"
"8059","34129.35"
"640/8","10740.59"
"490/1","834.21"
"30/36","75675"
"29/58","164913.73"
"8079","2296.66"
"17/49","529652.97"
"8199","1486902.59"
"430/8","12647.08"
"1311","2478.94"
"67/77","404.96"
