
"Reference number","2024-00275054"
"Entity number","0466651558"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","DATASAN"
"Entity address street","Rue de Namur"
"Entity address number","82"
"Entity postal code","1000"
"Entity city","Bruxelles-Ville"
"Entity country","Belgique"
"General assembly date","2024-06-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","43321.96"
"12031","1"
"12033","1"
"492/3","101983.24"
"1341","5"
"454/9","43327.41"
"10","1050000"
"14","-858325.72"
"15","8583.17"
"3","3870.98"
"1103","6.2"
"1102","2"
"1343","6.2"
"1101","5"
"1342","2"
"22","1987237.48"
"23","656311.98"
"24","790.17"
"12011","3"
"28","15763.35"
"75/76B","9437.43"
"9087","6.5"
"12013","3.4"
"12012","1"
"12022","1"
"1011","8740"
"1003","6.5"
"1002","2"
"1001","5.3"
"12023","0.8"
"8129P","619734"
"40","43321.96"
"42","1700000"
"44","227481.87"
"45","45506.7"
"46","4225"
"1022","73668"
"1021","305841.88"
"14P","-1281294.57"
"1013","10845"
"1012","2105"
"8329","7121123.47"
"22/27","2644339.63"
"1023","379509.88"
"12001","1"
"12003","1"
"8199P","8127064.86"
"62","379509.88"
"10/49","3645012.71"
"65","154383.93"
"21/28","2660102.98"
"20/58","3645012.71"
"10/11","1050000"
"10/15","200257.45"
"75","9437.43"
"8365","589.18"
"1003P","6.2"
"1053","6.2"
"1052","2"
"1051","5"
"8395P","15174.17"
"8259","1500000"
"450/3","2179.29"
"54/58","935859.16"
"630","292327.64"
"65/66B","154383.93"
"753","9432.6"
"8129","619734"
"8059P","619734"
"8329P","6828795.83"
"1013P","9470"
"9903","422968.85"
"9900","1374754.36"
"9901","567915.35"
"9906","-858325.72"
"9904","422968.85"
"9905","422968.85"
"42/48","3342772.02"
"8279","292327.64"
"2053","2.6"
"2052","1"
"2051","2"
"8395","15763.35"
"440/4","227481.87"
"8169","138398.24"
"47/48","1365558.45"
"1023P","295584.35"
"8059","619734"
"640/8","135001.49"
"490/1","1857.63"
"3053","2.6"
"3052","1"
"3051","2"
"30/36","3870.98"
"29/58","984909.73"
"17/49","3444755.26"
"8199","8265463.1"
"8259P","1500000"
"100","1050000"
"1203","6.2"
"1202","2"
"1201","5"
