
"Reference number","2023-00451942"
"Entity number","0462836785"
"Accounting period start date","2022-04-01"
"Accounting period end date","2023-03-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Ionco"
"Entity address street","Luikersteenweg"
"Entity address number","307"
"Entity postal code","3800"
"Entity city","Sint-Truiden"
"Entity country","België"
"General assembly date","2023-07-31"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","59.83"
"111","18592.01"
"13","1996.18"
"14","-29945.44"
"133","136.98"
"130/1","1859.20"
"41","59.83"
"44","70.85"
"45","1823.66"
"14P","-24959.78"
"10/49","2132.03"
"65","80.50"
"20/58","2132.03"
"10/11","18592.01"
"10/15","-9357.25"
"450/3","1823.66"
"54/58","2072.20"
"65/66B","80.50"
"9903","-4985.66"
"9900","-4843.16"
"9901","-4905.16"
"9906","-29945.44"
"9904","-4985.66"
"9905","-4985.66"
"42/48","11489.28"
"440/4","70.85"
"47/48","9594.77"
"640/8","62"
"29/58","2132.03"
"17/49","11489.28"
"1311","1859.20"
