
"Reference number","2024-00034452"
"Entity number","0646932392"
"Accounting period start date","2022-07-01"
"Accounting period end date","2023-06-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Barbouni"
"Entity address street","Kaai"
"Entity address number","39"
"Entity postal code","8620"
"Entity city","Nieuwpoort"
"Entity country","België"
"General assembly date","2023-12-21"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","303332.85"
"492/3","1347.5"
"454/9","2508.05"
"111","25000"
"1213","1"
"1211","1"
"13","505383.67"
"3","4310.15"
"23","9280.48"
"24","4050.74"
"75/76B","1.12"
"133","505383.67"
"1113","1.5"
"1112","1"
"1111","1"
"12013","0.5"
"12012","1"
"6921","123362.85"
"1011","231"
"1003","1.1"
"1002","1.7"
"1001","0.4"
"40","453.82"
"41","302879.03"
"44","2325.26"
"45","42277.71"
"1022","20649.08"
"1021","5340.68"
"1013","1129"
"1012","898"
"8329","31554.86"
"12111","1"
"12113","1"
"22/27","13331.22"
"1023","25989.76"
"8199P","34711.22"
"62","25989.76"
"10/49","582426.52"
"65","6363.66"
"21/28","13331.22"
"20/58","582426.52"
"10/11","25000"
"10/15","530383.67"
"75","1.12"
"1003P","0.1"
"1053","1.5"
"1052","1"
"1051","1"
"450/3","39769.66"
"54/58","260679.42"
"630","3804.68"
"65/66B","6363.66"
"691/2","123362.85"
"8329P","27750.18"
"1013P","91"
"9903","182025.93"
"9900","222093.38"
"9901","188388.47"
"9906","123362.85"
"9904","123362.85"
"9905","123362.85"
"42/48","50695.35"
"8279","3804.68"
"2053","2.8"
"2052","5"
"2051","2"
"440/4","2325.26"
"8169","10174.86"
"47/48","6092.38"
"1023P","2278.64"
"640/8","3910.47"
"490/1","772.88"
"3053","1.8"
"3052","5"
"3051","1"
"30/36","4310.15"
"29/58","569095.3"
"17/49","52042.85"
"8199","44886.08"
"1203","0.5"
"1323","1.5"
"1202","1"
"1322","1"
"1321","1"
"67/77","58663.08"
