
"Reference number","2023-00185337"
"Entity number","0441486887"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","TERPLATEN"
"Entity address street","Ter Platen"
"Entity address number","66"
"Entity postal code","9000"
"Entity city","Gent"
"Entity country","België"
"General assembly date","2023-04-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","43050.94"
"492/3","17565.48"
"635/8","-9500"
"111","18551.69"
"13","75747.32"
"14","-243695.35"
"16","291900"
"17","46024.08"
"22","232508.21"
"23","7379.5"
"75/76B","184.45"
"133","69523.65"
"130/1","6223.67"
"40","34004.31"
"41","9046.63"
"43","25318.08"
"44","4142.27"
"14P","-270056.61"
"8329","450489.06"
"22/27","239887.71"
"162","291900"
"8199P","690376.77"
"10/49","285903.08"
"65","714.22"
"21/28","239887.71"
"20/58","285903.08"
"10/11","18551.69"
"10/15","-149396.34"
"75","184.45"
"170/4","14205.75"
"178/9","31818.33"
"54/58","2096.4"
"630","17869.95"
"65/66B","714.22"
"160/5","291900"
"8329P","432619.11"
"9903","28777.93"
"9900","49488.88"
"9901","29307.7"
"9906","-243695.35"
"9904","26361.26"
"9905","26361.26"
"42/48","79809.86"
"8279","17869.95"
"440/4","4142.27"
"47/48","50349.51"
"640/8","11811.23"
"439","25318.08"
"490/1","868.03"
"29/58","46015.37"
"17/49","143399.42"
"8199","690376.77"
"1311","6223.67"
"174/0","14205.75"
"67/77","2416.67"
