
"Reference number","2024-00606664"
"Entity number","0415120507"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m02-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","FREVAG NV"
"Entity address street","HAPPAERTSTRAAT"
"Entity address number","23"
"Entity postal code","2000"
"Entity city","Antwerpen"
"Entity country","België"
"General assembly date","2024-11-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"3","0"
"100P","494999.99"
"791/2","355654.84"
"8251P","0"
"630","235072.83"
"65/66B","17354.46"
"640","32522.44"
"650","1724.73"
"440/4","44778.71"
"640/8","32522.44"
"51/53","996144.42"
"285/8","1378.4"
"8301","0"
"8311","0.05"
"75/76B","33862.78"
"8321","3741555.81"
"8322","34435.9"
"8323","78552.56"
"130/1","182002.21"
"9431","0"
"22/27","2626682.26"
"10/49","3978199.24"
"20/58","3978199.24"
"10/11","494999.99"
"10/15","3932703.51"
"285/8P","1378.4"
"54/58","31629.88"
"8161","0"
"490/1","541.7"
"8192","34435.9"
"8193","145580.9"
"8191","6301209.73"
"9291","285256.59"
"40/41","321822.58"
"670/3","761.99"
"450/3","717.02"
"750","33845.11"
"751","5.49"
"9903","-354892.85"
"9901","-371401.17"
"9906","-355654.84"
"9904","-355654.84"
"9905","-355654.84"
"42/48","45495.73"
"641/8","0"
"652/9","15629.73"
"792","355654.84"
"8192P","34435.9"
"50/53","996144.42"
"70/76A","45964.58"
"29/58","1350138.58"
"8191P","6301209.73"
"17/49","45495.73"
"8193P","145580.9"
"100","494999.99"
"8653","0"
"8322P","34435.9"
"10","494999.99"
"13","3437703.52"
"9505","8500"
"8321P","3509231.13"
"22","2559653.92"
"24","67028.34"
"28","1378.4"
"60/66A","417365.75"
"130","182002.21"
"133","3255701.31"
"8681","996144.42"
"8323P","75804.36"
"40","29971.99"
"41","291850.59"
"44","44778.71"
"45","717.02"
"51","996144.42"
"9311","285256.59"
"61","149770.48"
"65","17354.46"
"21/28","2628060.66"
"70","10973.57"
"74","34991.01"
"75","33862.78"
"752/9","12.18"
"8251","0"
"8273","2748.2"
"8271","232324.63"
"9135","761.99"
"9134","761.99"
"9138","0"
"9146","8592.62"
"9145","13284.39"
"284/8","1378.4"
"67/77","761.99"
