
"Reference number","2023-00499691"
"Entity number","0474985640"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Dieupart"
"Entity address street","Dieupart"
"Entity address number","37"
"Entity postal code","4920"
"Entity city","Aywaille"
"Entity country","Belgique"
"General assembly date","2023-09-29"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","470211.46"
"10","562000"
"12","300000"
"14","-115576.03"
"15","49101"
"22","848083.16"
"23","1235.68"
"24","17041.33"
"75/76B","25319.15"
"8309","189821.57"
"40","272243.17"
"41","197968.29"
"44","30437.84"
"45","12732.68"
"14P","-372534.12"
"8329","632192"
"22/27","866360.17"
"8199P","1716778.15"
"10/49","1606139.83"
"65","1383.93"
"66","287518.92"
"21/28","866360.17"
"20/58","1606139.83"
"10/11","562000"
"10/15","795524.97"
"75","25319.15"
"8259","300000"
"450/3","12732.68"
"54/58","269568.2"
"630","2935.7"
"65/66B","1383.93"
"753","24550.5"
"8329P","819077.87"
"9903","256958.09"
"9900","533705.32"
"9901","233022.87"
"9906","-115576.03"
"9904","256958.09"
"9905","256958.09"
"42/48","810614.86"
"8279","2935.7"
"440/4","30437.84"
"8169","13650"
"47/48","767444.34"
"8179","531875.98"
"66A","287518.92"
"640/8","10227.83"
"29/58","739779.66"
"17/49","810614.86"
"8199","1198552.17"
"8259P","300000"
"100","562000"
