
"Reference number","2025-00472853"
"Entity number","0644661406"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","RENOVEST"
"Entity address street","WATERKASTEELLAAN"
"Entity address number","24"
"Entity postal code","8421"
"Entity city","Vlissegem"
"Entity country","België"
"General assembly date","2025-06-26"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","76544.47"
"454/9","27686.02"
"110","12400"
"1213","3.9"
"1212","1"
"1211","3"
"13","1860"
"14","387277.98"
"3","2192.25"
"1103","1.9"
"1102","1"
"1101","1"
"22","205343.96"
"23","49595.18"
"24","41723.24"
"75/76B","665.89"
"9087","4.4"
"133","1860"
"1113","2"
"1111","2"
"1011","3581"
"1003","4.4"
"1002","3"
"1001","2.2"
"40","67960.9"
"41","8583.57"
"44","118268.06"
"45","70617.66"
"1022","90843.78"
"1021","88335.29"
"14P","336045.36"
"1013","7309"
"1012","3728"
"12112","1"
"8329","589799.61"
"12111","3"
"12113","3.9"
"22/27","296662.38"
"1023","179179.07"
"8199P","874253.72"
"62","179179.07"
"10/49","665258.11"
"65","2066.9"
"21/28","296662.38"
"20/58","665258.11"
"10/11","12400"
"10/15","401537.98"
"75","665.89"
"1003P","4.1"
"1053","3.9"
"1052","1"
"1051","3"
"450/3","42931.64"
"54/58","289859.01"
"630","87108.34"
"65/66B","2066.9"
"8329P","502691.27"
"1013P","6760"
"9903","70388.97"
"9900","341783.81"
"9901","71789.98"
"9906","387277.98"
"9904","51232.62"
"9905","51232.62"
"42/48","263720.13"
"8279","87108.34"
"2053","200.1"
"2052","19"
"2051","189"
"440/4","118268.06"
"8169","13899.27"
"47/48","74834.41"
"1023P","167508.97"
"8179","1691"
"640/8","3706.42"
"3053","198.6"
"3052","20"
"3051","187"
"30/36","2192.25"
"29/58","368595.73"
"17/49","263720.13"
"8199","886461.99"
"1323","3.9"
"1322","1"
"1321","3"
"67/77","19156.35"
