
"Reference number","2023-00508089"
"Entity number","0567970434"
"Accounting period start date","2022-04-01"
"Accounting period end date","2023-03-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Maison Jamaer"
"Entity address street","Avenue de Stalingrad"
"Entity address number","62"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2023-10-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","1580.19"
"111","18600"
"13","575.7"
"14","-39955.32"
"17","380873.27"
"22","379443.54"
"130/1","575.7"
"41","1580.19"
"42","20138.73"
"44","214.37"
"14P","-652.27"
"8329","25166.11"
"22/27","379443.54"
"8199P","404609.65"
"10/49","381041.67"
"65","5451.43"
"21/28","379443.54"
"20/58","381041.67"
"10/11","18600"
"10/15","-20779.62"
"170/4","380873.27"
"54/58","17.94"
"630","18937.08"
"65/66B","5451.43"
"8329P","6229.03"
"9903","-39303.05"
"9900","-13638.71"
"9901","-33851.62"
"9906","-39955.32"
"9904","-39303.05"
"9905","-39303.05"
"42/48","20948.02"
"8279","18937.08"
"440/4","214.37"
"47/48","594.92"
"172/3","284873.27"
"640/8","1275.83"
"29/58","1598.13"
"17/49","401821.29"
"8199","404609.65"
"1311","575.7"
"174/0","96000"
