
"Reference number","2026-00169010"
"Entity number","0431164901"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","HOTLEU"
"Entity address street","Rue de Hottleux"
"Entity address number","106"
"Entity postal code","4950"
"Entity city","Waimes"
"Entity country","Belgique"
"General assembly date","2026-06-13"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","5959.71"
"9500","2700"
"492/3","6832.24"
"454/9","6298.87"
"110","18600"
"1213","0.1"
"1212","1"
"13","294961.2"
"15","30854.86"
"17","32054.69"
"3","7750.55"
"1103","0.8"
"1102","1"
"22","160201.41"
"23","46619.05"
"24","1083.89"
"75/76B","8310.72"
"133","294961.2"
"1113","0.1"
"1112","1"
"12013","0.8"
"12012","1"
"6921","39649.93"
"8309","43427.42"
"694/7","21582.34"
"1003","1.3"
"1002","4.3"
"8129P","3070"
"41","5959.71"
"44","9883.4"
"45","10389.55"
"1022","41052.28"
"791/2","21582.34"
"1013","1429"
"1012","1429"
"12112","1"
"8329","1131373.91"
"12113","0.1"
"22/27","207904.35"
"1023","41052.28"
"8199P","1355520.83"
"62","41052.28"
"10/49","403575.94"
"65","5042.45"
"21/28","207904.35"
"20/58","403575.94"
"10/11","18600"
"10/15","344416.06"
"75","8310.72"
"1003P","1.3"
"1053","0.9"
"1052","2"
"178/9","32054.69"
"450/3","4090.68"
"54/58","178424.89"
"630","26588.42"
"65/66B","5042.45"
"8129","3070"
"8059P","3070"
"691/2","39649.93"
"8329P","1148212.93"
"1013P","1390"
"9903","52496.78"
"9900","138486.67"
"9901","49228.51"
"9906","39649.93"
"9904","39649.93"
"9905","39649.93"
"42/48","20272.95"
"8279","26588.4"
"2053","6.5"
"2052","37"
"440/4","9883.4"
"8169","27184.87"
"1023P","31201"
"8179","43427.44"
"8059","3070"
"640/8","21617.46"
"490/1","3536.44"
"3053","6.5"
"3052","38"
"30/36","7750.55"
"29/58","195671.59"
"17/49","59159.88"
"8199","1339278.26"
"694","21582.34"
"1203","0.8"
"1323","0.9"
"1202","1"
"1322","2"
"67/77","12846.85"
