
"Reference number","2026-00079987"
"Entity number","0479026976"
"Accounting period start date","2024-10-01"
"Accounting period end date","2025-09-30"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HOTEL O'MER"
"Entity address street","Consciencestraat"
"Entity address number","45"
"Entity postal code","8370"
"Entity city","Blankenberge"
"Entity country","België"
"General assembly date","2026-03-31"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","19111.96"
"111","1241934.66"
"12","378666.66"
"13","78139.86"
"15","31250.66"
"16","10416.89"
"17","638187.5"
"21","17865.18"
"22","1948015.25"
"23","8802.61"
"26","5706.21"
"75/76B","5071.55"
"133","78139.86"
"6921","47820.23"
"8129P","27646.98"
"40","17877.63"
"41","1234.33"
"42","51150"
"44","12379.98"
"45","1532.43"
"8329","1142319.87"
"161","10416.89"
"22/27","1962524.07"
"8199P","2566389.68"
"10/49","2443658.64"
"65","8941.49"
"21/28","1980389.25"
"20/58","2443658.64"
"10/11","1241934.66"
"10/15","1729991.84"
"75","5071.55"
"170/4","638187.5"
"8912","193250"
"8913","444937.5"
"8259","378666.66"
"450/3","1532.43"
"54/58","204635.78"
"630","63328.54"
"65/66B","8941.49"
"8129","34025.02"
"160/5","10416.89"
"8059P","51890.2"
"691/2","47820.23"
"8329P","1085369.37"
"9903","47444.83"
"9900","118768.48"
"9901","51314.77"
"9906","47820.23"
"9904","47820.23"
"9905","47820.23"
"42/48","65062.41"
"8279","56950.5"
"440/4","12379.98"
"8169","159787.6"
"780","375.4"
"172/3","638187.5"
"8059","51890.2"
"640/8","4125.17"
"50/53","238993.97"
"490/1","527.68"
"29/58","463269.39"
"8079","6378.04"
"17/49","703249.91"
"8199","2726177.28"
"8259P","378666.66"
