
"Reference number","2025-00163154"
"Entity number","0627647408"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","SKOV"
"Entity address street","Houtenmolenstraat"
"Entity address number","18"
"Entity postal code","9255"
"Entity city","Buggenhout"
"Entity country","België"
"General assembly date","2025-05-05"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","12989.08"
"492/3","0"
"1341","2"
"454/9","40189.09"
"58032","1620"
"110","300000"
"1213","0.8"
"1212","1"
"8525","0"
"5813","1089"
"14","7024.87"
"17","86620.28"
"3","27522.14"
"1103","6.8"
"1102","1"
"1343","2"
"1101","6"
"22","861400.14"
"23","16172.46"
"24","32907.86"
"25","3272.85"
"12011","1"
"28","5"
"75/76B","107.49"
"9087","11.8"
"12013","1"
"1011","20289"
"1003","11.8"
"1002","1"
"1001","10.9"
"40","10194.7"
"41","2794.38"
"42","73895.81"
"44","72110.62"
"45","40651.11"
"1021","528123"
"14P","11025.85"
"1013","21840"
"1012","1551"
"8329","552840.83"
"22/27","913753.31"
"1023","528123"
"12001","5"
"12003","5"
"8199P","1454958.77"
"62","561410.68"
"10/49","998440.43"
"65","28289.73"
"21/28","913758.31"
"20/58","998440.43"
"10/11","300000"
"10/15","307024.87"
"75","107.49"
"76","250"
"170/4","86620.28"
"1003P","12.6"
"1053","6.8"
"1052","1"
"1051","6"
"8395P","5"
"8912","86620.28"
"12103","0.8"
"12102","1"
"450/3","462.02"
"54/58","42835.62"
"630","57427.68"
"65/66B","28289.73"
"6502","0"
"8329P","495413.15"
"1013P","22380"
"9903","-3652.17"
"9900","646145.16"
"9901","24530.07"
"9906","7024.87"
"9904","-4000.98"
"9905","-4000.98"
"42/48","604795.28"
"76A","250"
"8279","57427.68"
"2053","74.2"
"2052","1"
"2051","74"
"8395","5"
"892","0"
"440/4","72110.62"
"8169","11635.37"
"47/48","418137.74"
"1023P","528663"
"172/3","86620.28"
"91611","861400.14"
"640/8","2776.73"
"490/1","1335.28"
"3053","75.2"
"3052","1"
"3051","75"
"30/36","27522.14"
"29/58","84682.12"
"17/49","691415.56"
"8199","1466594.14"
"58132","1089"
"91621","220000"
"1203","6"
"1323","4.8"
"1322","1"
"1201","6"
"1321","4"
"902","0"
"67/77","348.81"
"5803","1620"
