
"Reference number","2023-00329497"
"Entity number","0599857797"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LABOTEL"
"Entity address street","Bld Emile-de-Laveleye"
"Entity address number","60"
"Entity postal code","4020"
"Entity city","Liège-4020"
"Entity country","Belgique"
"General assembly date","2023-06-14"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","8266"
"454/9","8765.41"
"111","18600"
"1213","1.3"
"1212","1"
"1211","1"
"8525","0"
"5813","0"
"13","1860"
"14","-12396.23"
"17","77955.97"
"3","2650.51"
"1103","1.3"
"1102","1"
"1101","1"
"21","0"
"23","1183.18"
"24","21433.28"
"26","9997.5"
"28","12750"
"75/76B","107.27"
"8309","6500"
"1011","1724"
"1003","1.6"
"1002","1.9"
"1001","1"
"130/1","1860"
"8129P","83125"
"40","8266"
"42","2040.6"
"44","4703.11"
"45","11823.53"
"46","300"
"1022","15872.68"
"1021","37230.62"
"14P","-13291.5"
"1013","2459"
"1012","735"
"12112","1"
"8329","24974.17"
"12111","1"
"12113","1.3"
"22/27","32613.96"
"1023","53103.3"
"8199P","34214.34"
"62","53103.3"
"10/49","105299.39"
"65","2465.64"
"21/28","45363.96"
"20/58","105299.39"
"10/11","18600"
"10/15","8063.77"
"75","107.27"
"170/4","77955.97"
"1003P","1.3"
"1053","1.3"
"1052","1"
"1051","1"
"8395P","12750"
"450/3","3058.12"
"54/58","48633.93"
"630","20578.88"
"65/66B","2465.64"
"8129","95000"
"8059P","95000"
"8329P","22770.29"
"1013P","1060"
"9903","726.36"
"9900","85502.44"
"9901","3084.73"
"9906","-12396.23"
"9904","895.27"
"9905","895.27"
"42/48","19279.65"
"8279","8703.88"
"2053","8.7"
"2052","9"
"2051","6"
"8395","12750"
"440/4","4703.11"
"8169","29873.79"
"47/48","412.41"
"1023P","22690.28"
"172/3","77955.97"
"8179","6500"
"66A","2183.06"
"8059","95000"
"640/8","6552.47"
"490/1","384.99"
"3053","8.7"
"3052","9"
"3051","6"
"30/36","2650.51"
"29/58","59935.43"
"8079","11875"
"17/49","97235.62"
"8199","57588.13"
"58132","0"
"1311","1860"
"1323","1.3"
"1322","1"
"1321","1"
"67/77","-168.91"
"5803","0"
