
"Reference number","2023-00512754"
"Entity number","0418127309"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","SOCIETE D'HOSTELLERIE ET DE RESTAURATION"
"Entity address street","Au-dessus du Rabais"
"Entity address number","210"
"Entity postal code","6760"
"Entity city","Virton"
"Entity country","Belgique"
"General assembly date","2023-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","64515.42"
"454/9","26541.60"
"8455P","0"
"8525","0"
"10","90481"
"13","23806"
"14","5219.49"
"3","1023"
"22","42301.70"
"23","1625.40"
"24","29859.44"
"28","222.00"
"8555","0"
"9087","0"
"130","9048.00"
"8445","0"
"1011","0"
"1001","0"
"130/1","23806"
"40","9798.65"
"41","54716.77"
"44","281.17"
"45","42485.93"
"8455","0"
"1021","0"
"14P","-2148.68"
"8329","8989.81"
"22/27","73786.54"
"8199P","77745.69"
"62","34976.83"
"10/49","162273.59"
"8555P","0"
"65","794.65"
"21/28","74008.54"
"20/58","162273.59"
"70","196175.89"
"10/11","90481"
"10/15","119506.49"
"1051","0"
"8395P","222"
"8259","423.68"
"450/3","15944.33"
"54/58","21865.75"
"630","8989.81"
"65/66B","794.65"
"9903","7368.17"
"9900","60028.03"
"9901","8162.82"
"9906","5219.49"
"9904","7368.17"
"9905","7368.17"
"60/61","136147.86"
"42/48","42767.10"
"8279","8989.81"
"8395","222"
"440/4","281.17"
"8721","0"
"8722","0"
"8169","4606.98"
"8525P","0"
"8732","0"
"8731","0"
"640/8","7898.57"
"490/1","860.88"
"30/36","1023.00"
"29/58","88265.05"
"17/49","42767.1"
"8199","82352.67"
"1311","14758.00"
"8259P","423.68"
"100","90481.00"
