
"Reference number","2022-20277393"
"Entity number","0666659224"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","DE BONDERBEI"
"Entity address street","Langenakker"
"Entity address number","133"
"Entity postal code","3830"
"Entity city","Wellen"
"Entity country","België"
"General assembly date","2022-05-22"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","5934"
"492/3","5879"
"111","200000"
"14","-31050"
"17","552176"
"22","664729"
"23","42466"
"24","5294"
"75/76B","2846"
"41","5934"
"42","25526"
"44","3162"
"46","24767"
"14P","-49394"
"8329","46824"
"22/27","712489"
"8199P","729573"
"10/49","780460"
"65","14073"
"21/28","712489"
"20/58","780460"
"10/11","200000"
"10/15","168950"
"170/4","552176"
"54/58","60092"
"630","25369"
"65/66B","14073"
"8329P","21455"
"9903","18344"
"9900","57125"
"9901","29571"
"9906","-31050"
"9904","18344"
"9905","18344"
"42/48","53455"
"76B","2846"
"8279","25369"
"440/4","3162"
"8169","29740"
"47/48","0"
"172/3","405176"
"640/8","2185"
"490/1","1945"
"29/58","67971"
"17/49","611510"
"8199","759313"
"174/0","147000"
