
"Reference number","2022-20517927"
"Entity number","0641686870"
"Accounting period start date","2021-10-01"
"Accounting period end date","2022-09-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","VANSEVENANT INVEST"
"Entity address street","Weegschede"
"Entity address number","50"
"Entity postal code","8691"
"Entity city","Leisele"
"Entity country","België"
"General assembly date","2022-11-08"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","562.50"
"492/3","821.22"
"110","218000"
"14","-141059.65"
"17","404920.59"
"22","494049.38"
"23","13025.12"
"24","1313.68"
"28","850"
"75/76B","13.96"
"8309","37.21"
"8129P","3652.16"
"40","562.50"
"42","23039.34"
"44","202.45"
"45","144.38"
"46","13545.32"
"14P","-150754.59"
"8329","163091.90"
"22/27","508388.18"
"8199P","667234.75"
"10/49","520613.65"
"65","8553.25"
"21/28","509238.18"
"20/58","520613.65"
"10/11","218000"
"10/15","76940.35"
"75","13.96"
"170/4","336373.51"
"178/9","68547.08"
"8395P","850"
"450/3","144.38"
"54/58","9051.90"
"630","17102.24"
"65/66B","8553.25"
"8129","3846.04"
"8059P","3846.04"
"8329P","146220.75"
"9903","9694.94"
"9900","37063.19"
"9901","18234.23"
"9906","-141059.65"
"9904","9694.94"
"9905","9694.94"
"42/48","37931.49"
"8279","16908.36"
"8395","850"
"440/4","202.45"
"8169","4624.67"
"47/48","1000"
"172/3","336373.51"
"8179","379.34"
"66A","342.13"
"91611","494049.38"
"8059","3846.04"
"640/8","1384.59"
"490/1","1761.07"
"29/58","11375.47"
"8079","193.88"
"17/49","443673.30"
"8199","671480.08"
"91631","275000"
"91621","375000"
