
"Reference number","2022-20256801"
"Entity number","0451814122"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","BUITING CENTER"
"Entity address street","Paalsesteenweg"
"Entity address number","170"
"Entity postal code","3583"
"Entity city","Paal"
"Entity country","België"
"General assembly date","2022-06-03"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","138862.89"
"492/3","82528.77"
"1341","3"
"454/9","26974.19"
"1213","3.4"
"1212","3"
"1211","1"
"10","1500000.00"
"13","378039.43"
"17","3100000.00"
"3","5000.00"
"1103","5.8"
"1102","4"
"1343","3.3"
"1101","3"
"1342","1"
"22","5258297.17"
"23","26319.37"
"24","29581.78"
"75/76B","22686.57"
"9087","5.5"
"130","18901.97"
"133","359137.46"
"1113","0.3"
"1112","1"
"6920","12533.16"
"6921","238130.03"
"8309","70456.90"
"1011","5428"
"1003","5.5"
"1002","4.5"
"1001","3.1"
"8319","22079.48"
"130/1","18901.97"
"8129P","25170.59"
"40","94531.90"
"41","44330.99"
"42","400000.00"
"44","57529.20"
"45","46329.06"
"1022","72942.82"
"1021","146261.00"
"1013","8135"
"1012","2707"
"8329","2112263.15"
"22/27","5314198.32"
"1023","219203.82"
"12002","2"
"12001","2"
"12003","2.7"
"8199P","7118674.83"
"62","219203.82"
"10/49","5564426.46"
"65","95349.28"
"66","99000.00"
"21/28","5314198.32"
"20/58","5564426.46"
"8109","25170.59"
"10/11","1500000.00"
"10/15","1878039.43"
"75","22686.57"
"170/4","3100000.00"
"1003P","6.7"
"1053","6.1"
"1052","5"
"1051","3"
"12101","1"
"8912","800000.00"
"8913","2300000.00"
"12103","3.4"
"12102","3"
"450/3","19354.87"
"54/58","91644.14"
"630","299628.10"
"65/66B","194349.28"
"8059P","25170.59"
"691/2","250663.19"
"8329P","1861012.47"
"1013P","8767"
"9903","310788.95"
"9900","1046802.23"
"9901","482451.66"
"9906","250663.19"
"9904","250663.19"
"9905","250663.19"
"42/48","503858.26"
"8039","25170.59"
"8279","299628.10"
"440/4","57529.20"
"8169","355964.04"
"1023P","241290.00"
"8179","70456.90"
"66B","99000.00"
"640/8","45518.65"
"490/1","14721.11"
"8189","22279.50"
"30/36","5000.00"
"29/58","250228.14"
"17/49","3686387.03"
"8199","7426461.47"
"174/0","3100000.00"
"100","1500000.00"
"1203","2.7"
"1323","2.8"
"1202","2"
"1322","4"
"1201","2"
"67/77","60125.76"
